title.Tournament,title.DateTime UTC,title.Team1,title.Team2,title.Winner,title.DateTime UTC__precision
PCS 2021 Spring Playoffs,2021-04-04 10:44:00,Machi Esports,Beyond Gaming,2,0
PCS 2021 Spring Playoffs,2021-04-04 11:38:00,Beyond Gaming,Machi Esports,1,0
TCL 2021 Winter Playoffs,2021-04-04 10:27:00,Galatasaray Esports,Dark Passage,1,0
TCL 2021 Winter Playoffs,2021-04-04 11:24:00,Galatasaray Esports,Dark Passage,1,0
TCL 2021 Winter Playoffs,2021-04-04 12:31:00,Galatasaray Esports,Dark Passage,1,0
UPL 2021 Spring,2021-04-04 21:46:00,University of California Irvine,Revival (North American Team),2,0
UPL 2021 Spring,2021-04-04 22:58:00,University of California Irvine,Revival (North American Team),1,0
UPL 2021 Spring,2021-04-04 23:53:00,Revival (North American Team),University of California Irvine,1,0
VCS 2021 Spring,2021-04-04 09:25:00,GAM Esports,Burst The Sky Esports,1,0
VCS 2021 Spring,2021-04-04 10:39:00,Burst The Sky Esports,GAM Esports,2,0
VCS 2021 Spring,2021-04-04 11:34:00,Team Secret (Vietnamese Team),Team Flash.Vietnam,2,0
VCS 2021 Spring,2021-04-04 12:46:00,Team Flash.Vietnam,Team Secret (Vietnamese Team),2,0
VCS 2021 Spring,2021-04-04 13:40:00,Team Secret (Vietnamese Team),Team Flash.Vietnam,1,0
CBLOL 2021 Split 1 Playoffs,2021-04-03 15:39:00,Flamengo Esports,paiN Gaming,2,0
CBLOL 2021 Split 1 Playoffs,2021-04-03 16:58:00,Flamengo Esports,paiN Gaming,1,0
CBLOL 2021 Split 1 Playoffs,2021-04-03 18:05:00,Flamengo Esports,paiN Gaming,2,0
CBLOL 2021 Split 1 Playoffs,2021-04-03 19:09:00,Flamengo Esports,paiN Gaming,1,0
CBLOL 2021 Split 1 Playoffs,2021-04-03 20:06:00,paiN Gaming,Flamengo Esports,1,0
LCK 2021 Spring Playoffs,2021-04-03 06:04:00,DWG KIA,Hanwha Life Esports,1,0
LCK 2021 Spring Playoffs,2021-04-03 08:42:00,Hanwha Life Esports,DWG KIA,2,0
LCK 2021 Spring Playoffs,2021-04-03 09:39:00,DWG KIA,Hanwha Life Esports,1,0
LCL 2021 Spring Playoffs,2021-04-03 12:21:00,Unicorns Of Love.CIS,Gambit Esports,1,0
LCL 2021 Spring Playoffs,2021-04-03 14:00:00,Gambit Esports,Unicorns Of Love.CIS,1,0
LCL 2021 Spring Playoffs,2021-04-03 14:58:00,Gambit Esports,Unicorns Of Love.CIS,2,0
LCL 2021 Spring Playoffs,2021-04-03 15:56:00,Gambit Esports,Unicorns Of Love.CIS,2,0
LCS 2021 Mid-Season Showdown,2021-04-03 19:17:00,Cloud9,Team Liquid,1,0
LCS 2021 Mid-Season Showdown,2021-04-03 20:37:00,Team Liquid,Cloud9,1,0
LCS 2021 Mid-Season Showdown,2021-04-03 21:32:00,Cloud9,Team Liquid,1,0
LCS 2021 Mid-Season Showdown,2021-04-03 22:31:00,Team Liquid,Cloud9,2,0
LCS Proving Grounds 2021 Spring,2021-04-03 00:11:00,Team Liquid Academy,Barrage.NA,2,0
LCS Proving Grounds 2021 Spring,2021-04-03 01:07:00,Immortals Academy,Evil Geniuses Prodigies,2,0
LCS Proving Grounds 2021 Spring,2021-04-03 02:14:00,Immortals Academy,Evil Geniuses Prodigies,1,0
LCS Proving Grounds 2021 Spring,2021-04-03 03:09:00,Evil Geniuses Prodigies,Immortals Academy,1,0
LEC 2021 Spring Playoffs,2021-04-03 14:47:00,G2 Esports,MAD Lions,2,0
LEC 2021 Spring Playoffs,2021-04-03 15:55:00,G2 Esports,MAD Lions,2,0
LEC 2021 Spring Playoffs,2021-04-03 16:53:00,G2 Esports,MAD Lions,1,0
LEC 2021 Spring Playoffs,2021-04-03 17:47:00,MAD Lions,G2 Esports,1,0
LLA 2021 Opening Playoffs,2021-04-03 21:59:00,Infinity Esports (Latin American Team),All Knights,2,0
LLA 2021 Opening Playoffs,2021-04-03 23:48:00,All Knights,Infinity Esports (Latin American Team),2,0
LPL 2021 Spring Playoffs,2021-04-03 09:22:00,FunPlus Phoenix,Rare Atom,1,0
LPL 2021 Spring Playoffs,2021-04-03 10:12:00,Rare Atom,FunPlus Phoenix,2,0
LPL 2021 Spring Playoffs,2021-04-03 11:12:00,Rare Atom,FunPlus Phoenix,1,0
LPL 2021 Spring Playoffs,2021-04-03 12:04:00,FunPlus Phoenix,Rare Atom,1,0
PCS 2021 Spring Playoffs,2021-04-03 08:49:00,PSG Talon,J Team,1,0
PCS 2021 Spring Playoffs,2021-04-03 09:59:00,J Team,PSG Talon,2,0
PCS 2021 Spring Playoffs,2021-04-03 10:51:00,J Team,PSG Talon,2,0
SL 2021 Opening Playoffs,2021-04-03 00:05:00,Polaris Gaming,Diamond Doves,1,0
SL 2021 Opening Playoffs,2021-04-03 00:55:00,Polaris Gaming,Diamond Doves,1,0
SL 2021 Opening Playoffs,2021-04-03 02:15:00,Cienciano Esports,Deliverance Esports Peru,2,0
SL 2021 Opening Playoffs,2021-04-03 03:21:00,Deliverance Esports Peru,Cienciano Esports,2,0
SL 2021 Opening Playoffs,2021-04-03 04:19:00,Deliverance Esports Peru,Cienciano Esports,1,0
TCL 2021 Winter Playoffs,2021-04-03 10:24:00,1907 Fenerbahçe Esports,NASR eSports Turkey,1,0
TCL 2021 Winter Playoffs,2021-04-03 11:35:00,NASR eSports Turkey,1907 Fenerbahçe Esports,2,0
TCL 2021 Winter Playoffs,2021-04-03 12:30:00,NASR eSports Turkey,1907 Fenerbahçe Esports,1,0
TCL 2021 Winter Playoffs,2021-04-03 13:20:00,1907 Fenerbahçe Esports,NASR eSports Turkey,2,0
TCL 2021 Winter Playoffs,2021-04-03 14:04:00,NASR eSports Turkey,1907 Fenerbahçe Esports,2,0
UKLC 2021 Spring Relegation,2021-04-03 13:28:00,Viperio,Bulldog Esports,1,0
UKLC 2021 Spring Relegation,2021-04-03 14:43:00,Viperio,Bulldog Esports,2,0
UKLC 2021 Spring Relegation,2021-04-03 15:36:00,Viperio,Bulldog Esports,2,0
UKLC 2021 Spring Relegation,2021-04-03 16:29:00,Bulldog Esports,Viperio,1,0
UPL 2021 Spring,2021-04-03 00:18:00,BLACKLIST,Crystal Cave Gaming Emerald,1,0
UPL 2021 Spring,2021-04-03 00:39:00,Striking Vipers,Scouting4ProScene,2,0
UPL 2021 Spring,2021-04-03 00:41:00,ConViction,Area of Effect Randoms,2,0
UPL 2021 Spring,2021-04-03 01:04:00,Bay State College,University of Texas at Dallas,2,0
UPL 2021 Spring,2021-04-03 01:13:00,BLACKLIST,Crystal Cave Gaming Emerald,1,0
UPL 2021 Spring,2021-04-03 22:43:00,Wichita Wolves,Area of Effect Will's Kittens,1,0
UPL 2021 Spring,2021-04-03 23:54:00,Area of Effect Will's Kittens,Wichita Wolves,2,0
VCS 2021 Spring,2021-04-03 09:29:00,GMedia Luxury,Saigon Buffalo,2,0
VCS 2021 Spring,2021-04-03 11:02:00,Saigon Buffalo,GMedia Luxury,2,0
VCS 2021 Spring,2021-04-03 11:46:00,GMedia Luxury,Saigon Buffalo,2,0
VCS 2021 Spring,2021-04-03 12:44:00,SBTC Esports,CERBERUS Esports (Vietnamese Team),1,0
VCS 2021 Spring,2021-04-03 13:59:00,CERBERUS Esports (Vietnamese Team),SBTC Esports,2,0
VL 2021 Opening Playoffs,2021-04-03 00:43:00,God's Plan,GeekSide Esports,1,0
VL 2021 Opening Playoffs,2021-04-03 01:54:00,GeekSide Esports,God's Plan,2,0
VL 2021 Opening Playoffs,2021-04-03 03:05:00,Descuydado Esports,AceS GaminG,1,0
VL 2021 Opening Playoffs,2021-04-03 04:10:00,Descuydado Esports,AceS GaminG,1,0
LCS Proving Grounds 2021 Spring,2021-04-02 00:34:00,No Org,Golden Guardians Academy,1,0
LCS Proving Grounds 2021 Spring,2021-04-02 01:31:00,No Org,Golden Guardians Academy,1,0
LCS Proving Grounds 2021 Spring,2021-04-02 23:04:00,Team Liquid Academy,Barrage.NA,2,0
LEC 2021 Spring Playoffs,2021-04-02 15:41:00,FC Schalke 04 Esports,Fnatic,1,0
LEC 2021 Spring Playoffs,2021-04-02 16:57:00,FC Schalke 04 Esports,Fnatic,1,0
LEC 2021 Spring Playoffs,2021-04-02 17:45:00,Fnatic,FC Schalke 04 Esports,2,0
LHE 2021 Opening Playoffs,2021-04-02 19:30:00,Cruzados Esports,Newstar,1,0
LHE 2021 Opening Playoffs,2021-04-02 20:39:00,Newstar,Cruzados Esports,2,0
LHE 2021 Opening Playoffs,2021-04-02 21:44:00,Cruzados Esports,Newstar,1,0
LMF 2021 Opening Playoffs,2021-04-02 20:46:00,CASLA Esports,Globant Emerald,1,0
LMF 2021 Opening Playoffs,2021-04-02 21:48:00,Globant Emerald,CASLA Esports,2,0
LMF 2021 Opening Playoffs,2021-04-02 22:38:00,Globant Emerald,CASLA Esports,2,0
LPL 2021 Spring Playoffs,2021-04-02 09:23:00,Suning,LNG Esports,1,0
LPL 2021 Spring Playoffs,2021-04-02 10:14:00,Suning,LNG Esports,1,0
LPL 2021 Spring Playoffs,2021-04-02 11:04:00,Suning,LNG Esports,1,0
PCS 2021 Spring Playoffs,2021-04-02 08:32:00,Impunity,Berjaya Dragons,2,0
PCS 2021 Spring Playoffs,2021-04-02 09:48:00,Berjaya Dragons,Impunity,1,0
PCS 2021 Spring Playoffs,2021-04-02 10:48:00,BOOM Esports,Hong Kong Attitude,1,0
PCS 2021 Spring Playoffs,2021-04-02 11:47:00,Hong Kong Attitude,BOOM Esports,1,0
PCS 2021 Spring Playoffs,2021-04-02 12:40:00,BOOM Esports,Hong Kong Attitude,2,0
SL 2021 Opening Playoffs,2021-04-02 00:52:00,Polaris Gaming,Instinct Gaming,2,0
SL 2021 Opening Playoffs,2021-04-02 01:56:00,Deliverance Esports Peru,Incubus,2,0
SL 2021 Opening Playoffs,2021-04-02 03:06:00,Incubus,Deliverance Esports Peru,1,0
Tempest League 2021 Season,2021-04-02 00:18:00,Hipotenusa Esports,Project Guardians,2,0
Tempest League 2021 Season,2021-04-02 01:34:00,Valhalla Legion,Quisqueya Esports,1,0
Tempest League 2021 Season,2021-04-02 02:38:00,Vandals Esports,Saprissa Esports,2,0
UPL 2021 Spring,2021-04-02 00:46:00,Area of Effect Brady,Illinois State University,2,0
UPL 2021 Spring,2021-04-02 23:45:00,ConViction,Area of Effect Randoms,2,0
UPL 2021 Spring,2021-04-02 23:47:00,Scouting4ProScene,Striking Vipers,1,0
UPL 2021 Spring,2021-04-02 23:52:00,University of Texas at Dallas,Bay State College,1,0
VCS 2021 Spring,2021-04-02 09:26:00,Saigon Buffalo,Team Flash.Vietnam,2,0
VCS 2021 Spring,2021-04-02 10:53:00,Team Flash.Vietnam,Saigon Buffalo,2,0
VCS 2021 Spring,2021-04-02 11:42:00,Saigon Buffalo,Team Flash.Vietnam,1,0
VCS 2021 Spring,2021-04-02 12:32:00,GMedia Luxury,SBTC Esports,1,0
VCS 2021 Spring,2021-04-02 13:42:00,SBTC Esports,GMedia Luxury,2,0
VL 2021 Opening Playoffs,2021-04-02 23:31:00,GeekSide Esports,God's Plan,1,0
EM 2021 Spring Play-In,2021-04-01 14:10:00,Fnatic Rising,G2 Arctic,2,0
EM 2021 Spring Play-In,2021-04-01 14:10:00,Vitality.Bee,Illuminar Gaming,2,0
EM 2021 Spring Play-In,2021-04-01 14:45:00,Fnatic Rising,G2 Arctic,2,0
EM 2021 Spring Play-In,2021-04-01 15:01:00,Illuminar Gaming,Vitality.Bee,1,0
EM 2021 Spring Play-In,2021-04-01 16:01:00,KV Mechelen Esports,FC Schalke 04 Evolution,2,0
EM 2021 Spring Play-In,2021-04-01 16:14:00,Z10 ESHARK,Mkers,2,0
EM 2021 Spring Play-In,2021-04-01 16:58:00,Z10 ESHARK,Mkers,2,0
EM 2021 Spring Play-In,2021-04-01 17:09:00,KV Mechelen Esports,FC Schalke 04 Evolution,2,0
Hextech Series 1st Div 2021 Split 1,2021-04-01 15:48:00,Quimera Esports,Flama Esports,1,0
Hextech Series 1st Div 2021 Split 1,2021-04-01 17:05:00,UCAM Esports Club Academy,Phlox Gaming,1,0
Hextech Series 1st Div 2021 Split 1,2021-04-01 18:11:00,FekyX eSports,Alive Rabbits,2,0
Hextech Series 1st Div 2021 Split 1,2021-04-01 19:53:00,Pushing Gaming,LK Gaming,1,0
LCK 2021 Spring Playoffs,2021-04-01 06:46:00,T1,DRX,1,0
LCK 2021 Spring Playoffs,2021-04-01 08:54:00,DRX,T1,1,0
LCK 2021 Spring Playoffs,2021-04-01 10:02:00,T1,DRX,1,0
LCK 2021 Spring Playoffs,2021-04-01 10:58:00,DRX,T1,2,0
LCS Proving Grounds 2021 Spring,2021-04-01 00:39:00,100 Thieves Academy,CLG Academy,1,0
LCS Proving Grounds 2021 Spring,2021-04-01 01:34:00,CLG Academy,100 Thieves Academy,1,0
LCS Proving Grounds 2021 Spring,2021-04-01 02:23:00,100 Thieves Academy,CLG Academy,1,0
LCS Proving Grounds 2021 Spring,2021-04-01 21:23:00,Dignitas Academy,Wildcard Gaming,1,0
LCS Proving Grounds 2021 Spring,2021-04-01 22:44:00,Dignitas Academy,Wildcard Gaming,2,0
LCS Proving Grounds 2021 Spring,2021-04-01 23:36:00,Dignitas Academy,Wildcard Gaming,1,0
LHE 2021 Opening Playoffs,2021-04-01 19:29:00,Movistar Optix,Santiago Wanderers eSports,1,0
LHE 2021 Opening Playoffs,2021-04-01 20:47:00,Santiago Wanderers eSports,Movistar Optix,1,0
LHE 2021 Opening Playoffs,2021-04-01 22:06:00,Movistar Optix,Santiago Wanderers eSports,2,0
LHE 2021 Opening Playoffs,2021-04-01 23:04:00,Santiago Wanderers eSports,Movistar Optix,1,0
LMF 2021 Opening Playoffs,2021-04-01 20:46:00,Stone Movistar,Savage Esports,1,0
LMF 2021 Opening Playoffs,2021-04-01 21:55:00,Stone Movistar,Savage Esports,2,0
LMF 2021 Opening Playoffs,2021-04-01 22:54:00,Savage Esports,Stone Movistar,1,0
LMF 2021 Opening Playoffs,2021-04-01 23:46:00,Savage Esports,Stone Movistar,1,0
LPL 2021 Spring Playoffs,2021-04-01 09:24:00,Rare Atom,Invictus Gaming,1,0
LPL 2021 Spring Playoffs,2021-04-01 10:20:00,Rare Atom,Invictus Gaming,2,0
LPL 2021 Spring Playoffs,2021-04-01 11:19:00,Rare Atom,Invictus Gaming,1,0
LPL 2021 Spring Playoffs,2021-04-01 12:08:00,Invictus Gaming,Rare Atom,1,0
LPL 2021 Spring Playoffs,2021-04-01 12:52:00,Invictus Gaming,Rare Atom,2,0
PCS 2021 Spring Playoffs,2021-04-01 08:31:00,J Team,BOOM Esports,2,0
PCS 2021 Spring Playoffs,2021-04-01 10:05:00,J Team,BOOM Esports,1,0
PCS 2021 Spring Playoffs,2021-04-01 10:51:00,BOOM Esports,J Team,2,0
PCS 2021 Spring Playoffs,2021-04-01 11:59:00,Impunity,Machi Esports,2,0
PCS 2021 Spring Playoffs,2021-04-01 13:14:00,Impunity,Machi Esports,2,0
SL 2021 Opening Playoffs,2021-04-01 23:14:00,Instinct Gaming,Polaris Gaming,1,0
Tempest League 2021 Season,2021-04-01 23:17:00,Stark (Latin American Team),Delfines Esports,1,0
UKLC 2021 Spring Relegation,2021-04-01 15:44:00,Viperio,Demise,1,0
UKLC 2021 Spring Relegation,2021-04-01 17:02:00,Lucent Esports,Bulldog Esports,1,0
UKLC 2021 Spring Relegation,2021-04-01 17:47:00,Viperio,Demise,1,0
UKLC 2021 Spring Relegation,2021-04-01 17:59:00,Lucent Esports,Bulldog Esports,1,0
UKLC 2021 Spring Relegation,2021-04-01 18:54:00,Lucent Esports,Bulldog Esports,1,0
UKLC 2021 Spring Relegation,2021-04-01 18:57:00,Demise,Viperio,2,0
UPL 2021 Spring,2021-04-01 23:44:00,Illinois State University,Area of Effect Brady,1,0
VCS 2021 Spring,2021-04-01 10:57:00,Burst The Sky Esports,Team Secret (Vietnamese Team),1,0
VCS 2021 Spring,2021-04-01 11:40:00,Team Secret (Vietnamese Team),Burst The Sky Esports,1,0
VCS 2021 Spring,2021-04-01 12:26:00,Burst The Sky Esports,Team Secret (Vietnamese Team),2,0
VCS 2021 Spring,2021-04-01 13:47:00,CERBERUS Esports (Vietnamese Team),GAM Esports,1,0
VCS 2021 Spring,2021-04-01 14:44:00,GAM Esports,CERBERUS Esports (Vietnamese Team),1,0
VCS 2021 Spring,2021-04-01 15:33:00,CERBERUS Esports (Vietnamese Team),GAM Esports,2,0
VL 2021 Opening Playoffs,2021-04-01 01:01:00,God's Plan,Pirate Dream,2,0
VL 2021 Opening Playoffs,2021-04-01 02:31:00,Pirate Dream,God's Plan,1,0
VL 2021 Opening Playoffs,2021-04-01 03:33:00,Descuydado Esports,Skull Cracker,2,0
VL 2021 Opening Playoffs,2021-04-01 04:54:00,Descuydado Esports,Skull Cracker,2,0
CBLOL Academy 2021 Split 1 Playoffs,2021-03-31 19:29:00,Rensga Academy,Vorax Academy,1,0
CBLOL Academy 2021 Split 1 Playoffs,2021-03-31 20:48:00,Vorax Academy,Rensga Academy,1,0
CBLOL Academy 2021 Split 1 Playoffs,2021-03-31 21:38:00,Vorax Academy,Rensga Academy,2,0
CBLOL Academy 2021 Split 1 Playoffs,2021-03-31 22:34:00,Vorax Academy,Rensga Academy,2,0
GL 2021 Opening Playoffs,2021-03-31 00:51:00,Spirituals,Once Caldas Esports,2,0
GL 2021 Opening Playoffs,2021-03-31 02:10:00,Exilium Hunters,Team Frozen Knives,2,0
GL 2021 Opening Playoffs,2021-03-31 03:13:00,Team Frozen Knives,Exilium Hunters,2,0
GL 2021 Opening Playoffs,2021-03-31 04:33:00,Team Frozen Knives,Exilium Hunters,2,0
LCK 2021 Spring Playoffs,2021-03-31 07:03:00,Hanwha Life Esports,Nongshim RedForce,1,0
LCK 2021 Spring Playoffs,2021-03-31 09:05:00,Hanwha Life Esports,Nongshim RedForce,2,0
LCK 2021 Spring Playoffs,2021-03-31 10:09:00,Hanwha Life Esports,Nongshim RedForce,1,0
LCK 2021 Spring Playoffs,2021-03-31 11:05:00,Nongshim RedForce,Hanwha Life Esports,1,0
LCK 2021 Spring Playoffs,2021-03-31 12:05:00,Hanwha Life Esports,Nongshim RedForce,1,0
LCO 2021 Split 1 Playoffs,2021-03-31 07:22:00,Pentanet.GG,PEACE (Oceanic Team),1,0
LCO 2021 Split 1 Playoffs,2021-03-31 08:04:00,PEACE (Oceanic Team),Pentanet.GG,1,0
LCO 2021 Split 1 Playoffs,2021-03-31 08:59:00,Pentanet.GG,PEACE (Oceanic Team),2,0
LCO 2021 Split 1 Playoffs,2021-03-31 10:01:00,Pentanet.GG,PEACE (Oceanic Team),1,0
LCO 2021 Split 1 Playoffs,2021-03-31 10:53:00,PEACE (Oceanic Team),Pentanet.GG,2,0
LCS Proving Grounds 2021 Spring,2021-03-31 00:40:00,FlyQuest Academy,Evil Geniuses Academy,2,0
LCS Proving Grounds 2021 Spring,2021-03-31 21:26:00,TSM Academy,Zoos Gaming,2,0
LCS Proving Grounds 2021 Spring,2021-03-31 22:41:00,TSM Academy,Zoos Gaming,1,0
LCS Proving Grounds 2021 Spring,2021-03-31 23:43:00,TSM Academy,Zoos Gaming,2,0
Tempest League 2021 Season,2021-03-31 00:21:00,3SG,Goat Esports,1,0
Tempest League 2021 Season,2021-03-31 01:26:00,Fuego,Janus Vipers,1,0
Tempest League 2021 Season,2021-03-31 02:19:00,Red Rooster Team,TopHard Esports,2,0
VL 2021 Opening Playoffs,2021-03-31 23:51:00,God's Plan,Pirate Dream,1,0
CBLOL Academy 2021 Split 1 Playoffs,2021-03-30 19:30:00,LOUD Academy,RED Academy,2,0
CBLOL Academy 2021 Split 1 Playoffs,2021-03-30 20:51:00,LOUD Academy,RED Academy,2,0
CBLOL Academy 2021 Split 1 Playoffs,2021-03-30 22:06:00,LOUD Academy,RED Academy,1,0
CBLOL Academy 2021 Split 1 Playoffs,2021-03-30 23:01:00,LOUD Academy,RED Academy,1,0
CBLOL Academy 2021 Split 1 Playoffs,2021-03-30 23:52:00,LOUD Academy,RED Academy,2,0
EM 2021 Spring Play-In,2021-03-30 14:14:00,G2 Arctic,White Dragons,1,0
EM 2021 Spring Play-In,2021-03-30 14:15:00,Gamespace Mediterranean College Esports,KV Mechelen Esports,2,0
EM 2021 Spring Play-In,2021-03-30 14:15:00,SINNERS Esports,Fnatic Rising,2,0
EM 2021 Spring Play-In,2021-03-30 14:21:00,Method2Madness,FC Schalke 04 Evolution,2,0
EM 2021 Spring Play-In,2021-03-30 15:10:00,Vitality.Bee,Goskilla,1,0
EM 2021 Spring Play-In,2021-03-30 15:11:00,eSuba,Mkers,2,0
EM 2021 Spring Play-In,2021-03-30 15:13:00,Illuminar Gaming,PSV Esports,1,0
EM 2021 Spring Play-In,2021-03-30 15:24:00,Z10 ESHARK,For The Win Esports,1,0
EM 2021 Spring Play-In,2021-03-30 15:56:00,Fnatic Rising,Vitality.Bee,2,0
EM 2021 Spring Play-In,2021-03-30 16:01:00,Mkers,Method2Madness,1,0
EM 2021 Spring Play-In,2021-03-30 16:04:00,Illuminar Gaming,G2 Arctic,1,0
EM 2021 Spring Play-In,2021-03-30 16:14:00,Z10 ESHARK,Gamespace Mediterranean College Esports,1,0
EM 2021 Spring Play-In,2021-03-30 16:55:00,FC Schalke 04 Evolution,eSuba,1,0
EM 2021 Spring Play-In,2021-03-30 16:57:00,SINNERS Esports,Goskilla,2,0
EM 2021 Spring Play-In,2021-03-30 17:02:00,PSV Esports,White Dragons,2,0
EM 2021 Spring Play-In,2021-03-30 17:04:00,For The Win Esports,KV Mechelen Esports,2,0
EM 2021 Spring Play-In,2021-03-30 17:51:00,Goskilla,Fnatic Rising,2,0
EM 2021 Spring Play-In,2021-03-30 17:51:00,Method2Madness,eSuba,1,0
EM 2021 Spring Play-In,2021-03-30 17:58:00,G2 Arctic,PSV Esports,1,0
EM 2021 Spring Play-In,2021-03-30 17:58:00,Gamespace Mediterranean College Esports,For The Win Esports,2,0
EM 2021 Spring Play-In,2021-03-30 18:43:00,Vitality.Bee,SINNERS Esports,1,0
EM 2021 Spring Play-In,2021-03-30 18:48:00,White Dragons,Illuminar Gaming,2,0
EM 2021 Spring Play-In,2021-03-30 18:51:00,KV Mechelen Esports,Z10 ESHARK,1,0
EM 2021 Spring Play-In,2021-03-30 18:53:00,Mkers,FC Schalke 04 Evolution,2,0
EM 2021 Spring Play-In,2021-03-30 19:45:00,Fnatic Rising,Vitality.Bee,1,0
EM 2021 Spring Play-In,2021-03-30 19:48:00,KV Mechelen Esports,Z10 ESHARK,2,0
GL 2021 Opening Playoffs,2021-03-30 01:16:00,Wygers Colombia,Spirituals,1,0
GL 2021 Opening Playoffs,2021-03-30 02:06:00,Team Frozen Knives,Zeu5 Bogota,2,0
GL 2021 Opening Playoffs,2021-03-30 03:10:00,Zeu5 Bogota,Team Frozen Knives,1,0
GL 2021 Opening Playoffs,2021-03-30 23:51:00,Once Caldas Esports,Spirituals,1,0
LCK CL 2021 Spring Playoffs,2021-03-30 07:42:00,KT Rolster Challengers,DRX Challengers,2,0
LCK CL 2021 Spring Playoffs,2021-03-30 08:57:00,KT Rolster Challengers,DRX Challengers,2,0
LCK CL 2021 Spring Playoffs,2021-03-30 09:57:00,KT Rolster Challengers,DRX Challengers,2,0
LCO 2021 Split 1 Playoffs,2021-03-30 03:31:00,Dire Wolves,PEACE (Oceanic Team),2,0
LCO 2021 Split 1 Playoffs,2021-03-30 04:37:00,Dire Wolves,PEACE (Oceanic Team),2,0
LCO 2021 Split 1 Playoffs,2021-03-30 05:27:00,Dire Wolves,PEACE (Oceanic Team),2,0
LCO 2021 Split 1 Playoffs,2021-03-30 07:38:00,Chiefs Esports Club,ORDER,1,0
LCO 2021 Split 1 Playoffs,2021-03-30 08:42:00,Chiefs Esports Club,ORDER,1,0
LCO 2021 Split 1 Playoffs,2021-03-30 09:32:00,Chiefs Esports Club,ORDER,1,0
LCS Proving Grounds 2021 Spring,2021-03-30 21:36:00,Cloud9 Academy,Dignitas Mirage,1,0
LCS Proving Grounds 2021 Spring,2021-03-30 22:39:00,Cloud9 Academy,Dignitas Mirage,1,0
LCS Proving Grounds 2021 Spring,2021-03-30 23:36:00,FlyQuest Academy,Evil Geniuses Academy,2,0
Liga Nexo 2021 Split 1,2021-03-30 15:38:00,Movistar Riders Academy,S2V Esports Academy,2,0
Liga Nexo 2021 Split 1,2021-03-30 16:37:00,Dead Rabbits Club,Abyssal Esport Club,1,0
Liga Nexo 2021 Split 1,2021-03-30 17:40:00,QLASH Spain,Arena Quesito,1,0
Liga Nexo 2021 Split 1,2021-03-30 18:39:00,Astralis SB,Kawaii Kiwis,1,0
Tempest League 2021 Season,2021-03-30 22:34:00,Bandits Gaming,Fatal Ambition,2,0
UKLC 2021 Spring Relegation,2021-03-30 16:24:00,Lucent Esports,Demise,1,0
UKLC 2021 Spring Relegation,2021-03-30 17:45:00,Lucent Esports,Demise,2,0
UKLC 2021 Spring Relegation,2021-03-30 18:39:00,Lucent Esports,Demise,1,0
EM 2021 Spring Play-In,2021-03-29 13:43:00,Mkers,eSuba,1,0
EM 2021 Spring Play-In,2021-03-29 13:52:00,Fnatic Rising,Goskilla,1,0
EM 2021 Spring Play-In,2021-03-29 13:52:00,PSV Esports,G2 Arctic,2,0
EM 2021 Spring Play-In,2021-03-29 14:06:00,For The Win Esports,Gamespace Mediterranean College Esports,2,0
EM 2021 Spring Play-In,2021-03-29 15:07:00,Illuminar Gaming,White Dragons,1,0
EM 2021 Spring Play-In,2021-03-29 15:12:00,SINNERS Esports,Vitality.Bee,2,0
EM 2021 Spring Play-In,2021-03-29 15:17:00,Z10 ESHARK,KV Mechelen Esports,1,0
EM 2021 Spring Play-In,2021-03-29 15:39:00,FC Schalke 04 Evolution,Method2Madness,2,0
EM 2021 Spring Play-In,2021-03-29 16:09:00,White Dragons,PSV Esports,1,0
EM 2021 Spring Play-In,2021-03-29 16:14:00,KV Mechelen Esports,For The Win Esports,1,0
EM 2021 Spring Play-In,2021-03-29 16:24:00,Method2Madness,Mkers,2,0
EM 2021 Spring Play-In,2021-03-29 16:44:00,Goskilla,SINNERS Esports,1,0
EM 2021 Spring Play-In,2021-03-29 16:59:00,G2 Arctic,Illuminar Gaming,1,0
EM 2021 Spring Play-In,2021-03-29 17:20:00,Gamespace Mediterranean College Esports,Z10 ESHARK,2,0
EM 2021 Spring Play-In,2021-03-29 17:25:00,Vitality.Bee,Fnatic Rising,2,0
EM 2021 Spring Play-In,2021-03-29 17:30:00,eSuba,FC Schalke 04 Evolution,1,0
EM 2021 Spring Play-In,2021-03-29 17:59:00,White Dragons,G2 Arctic,1,0
EM 2021 Spring Play-In,2021-03-29 18:17:00,Fnatic Rising,SINNERS Esports,1,0
EM 2021 Spring Play-In,2021-03-29 18:17:00,KV Mechelen Esports,Gamespace Mediterranean College Esports,1,0
EM 2021 Spring Play-In,2021-03-29 18:21:00,FC Schalke 04 Evolution,Mkers,1,0
EM 2021 Spring Play-In,2021-03-29 18:51:00,PSV Esports,Illuminar Gaming,2,0
EM 2021 Spring Play-In,2021-03-29 19:09:00,eSuba,Method2Madness,2,0
EM 2021 Spring Play-In,2021-03-29 19:09:00,For The Win Esports,Z10 ESHARK,2,0
EM 2021 Spring Play-In,2021-03-29 19:15:00,Goskilla,Vitality.Bee,2,0
GL 2021 Opening Playoffs,2021-03-29 23:51:00,Wygers Colombia,Spirituals,1,0
LCK CL 2021 Spring Playoffs,2021-03-29 07:37:00,Hanwha Life Esports Challengers,Liiv SANDBOX Challengers,2,0
