title.Tournament,title.DateTime UTC,title.Team1,title.Team2,title.Winner,title.DateTime UTC__precision
LFL Division 2 2021 Summer,2021-07-06 18:29:00,FC Nantes Esports,Team Oplon,2,0
LFL Division 2 2021 Summer,2021-07-06 19:21:00,Zephyr Esport,Tony Parker Adequat Academy,2,0
LHE 2021 Closing Playoffs,2021-07-06 21:32:00,Dark Horse,Movistar Optix,1,0
LHE 2021 Closing Playoffs,2021-07-06 22:30:00,Movistar Optix,Dark Horse,2,0
LHE 2021 Closing Playoffs,2021-07-06 23:39:00,Dark Horse,Movistar Optix,2,0
Liga Nexo 2021 Split 1 Playoffs,2021-07-06 15:09:00,Movistar Riders Academy,Astralis SB,2,0
Liga Nexo 2021 Split 1 Playoffs,2021-07-06 16:51:00,Movistar Riders Academy,Astralis SB,2,0
Liga Nexo 2021 Split 1 Playoffs,2021-07-06 17:54:00,Astralis SB,Movistar Riders Academy,1,0
LMF 2021 Closing,2021-07-06 20:38:00,Undead Gaming,Globant Emerald,1,0
LMF 2021 Closing,2021-07-06 21:47:00,WAP Esports,River Plate Gaming,2,0
LMF 2021 Closing,2021-07-06 22:49:00,Stone Movistar,Boca Juniors Gaming,1,0
LMF 2021 Closing,2021-07-06 23:54:00,Maycam Evolve Gaming,CASLA Esports,2,0
LPL 2021 Summer,2021-07-06 09:17:00,Ultra Prime,Victory Five,1,0
LPL 2021 Summer,2021-07-06 10:13:00,Victory Five,Ultra Prime,2,0
LPL 2021 Summer,2021-07-06 11:28:00,Oh My God,EDward Gaming,2,0
LPL 2021 Summer,2021-07-06 12:12:00,EDward Gaming,Oh My God,1,0
LPLOL 2021 Summer,2021-07-06 18:54:00,OFFSET Esports,Boavista FC,1,0
LPLOL 2021 Summer,2021-07-06 19:40:00,White Dragons,EFIVE Esports,1,0
LPLOL 2021 Summer,2021-07-06 21:03:00,EGN Esports,GTZ Bulls,2,0
LPLOL 2021 Summer,2021-07-06 21:42:00,For The Win Esports,Karma Clan Esports,1,0
NLC 2021 Summer,2021-07-06 15:13:00,Dusty,Team Singularity,2,0
NLC 2021 Summer,2021-07-06 16:42:00,Tricked Esport,Granit Gaming,2,0
NLC 2021 Summer,2021-07-06 17:54:00,BT Excel,Resolve,2,0
NLC 2021 Summer,2021-07-06 18:59:00,Riddle Esports,Fnatic Rising,1,0
NLC 2021 Summer,2021-07-06 19:55:00,Nordavind,Godsent,2,0
PG Nationals 2021 Summer,2021-07-06 16:41:00,Cyberground Gaming,Outplayed,2,0
PG Nationals 2021 Summer,2021-07-06 17:27:00,Axolotl,Samsung Morning Stars,1,0
PG Nationals 2021 Summer,2021-07-06 18:22:00,Mkers,Macko Esports,2,0
PG Nationals 2021 Summer,2021-07-06 19:17:00,Gaia Esports,GGEsports,1,0
PRM Pro Division 2021 Summer,2021-07-06 15:26:00,WAVE Esports,FC Schalke 04 Evolution,2,0
PRM Pro Division 2021 Summer,2021-07-06 16:46:00,E WIE EINFACH E-SPORTS,EURONICS Gaming,1,0
PRM Pro Division 2021 Summer,2021-07-06 17:48:00,GamerLegion,mousesports,2,0
PRM Pro Division 2021 Summer,2021-07-06 18:45:00,Berlin International Gaming,PENTA 1860,1,0
PRM Pro Division 2021 Summer,2021-07-06 19:41:00,SK Gaming Prime,Unicorns Of Love Sexy Edition,2,0
RCL 2021 Summer Playoffs,2021-07-06 00:48:00,Maryville University,Cloud9 Amateur,2,0
RCL 2021 Summer Playoffs,2021-07-06 00:55:00,Zoos Gaming,Wildcard Gaming Red,1,0
RCL 2021 Summer Playoffs,2021-07-06 01:34:00,Maryville University,Cloud9 Amateur,2,0
RCL 2021 Summer Playoffs,2021-07-06 01:45:00,Wildcard Gaming Red,Zoos Gaming,1,0
RCL 2021 Summer Playoffs,2021-07-06 21:43:00,Cloud9 Amateur,Wildcard Gaming Red,2,0
RCL 2021 Summer Playoffs,2021-07-06 22:25:00,Zoos Gaming,Maryville University,1,0
RCL 2021 Summer Playoffs,2021-07-06 22:57:00,Cloud9 Amateur,Wildcard Gaming Red,2,0
RCL 2021 Summer Playoffs,2021-07-06 23:12:00,Maryville University,Zoos Gaming,2,0
RCL 2021 Summer Playoffs,2021-07-06 23:54:00,Wildcard Gaming Red,Cloud9 Amateur,2,0
Tempest League 2021 Season Playoffs,2021-07-06 23:00:00,Project Guardians,Janus Vipers,1,0
Ultraliga Season 6,2021-07-06 14:45:00,PDW,Gentlemen's Gaming,1,0
Ultraliga Season 6,2021-07-06 15:41:00,Komil and Friends,AGO ROGUE,2,0
Ultraliga Season 6,2021-07-06 16:35:00,K1CK,Team ESCA Gaming,2,0
Ultraliga Season 6,2021-07-06 17:07:00,devils.one,Illuminar Gaming,2,0
Belgian League 2021 Summer,2021-07-05 15:59:00,KRC Genk Esports,Starlan Gaming Club,1,0
Belgian League 2021 Summer,2021-07-05 17:27:00,KV Mechelen Esports,Sector One,2,0
Belgian League 2021 Summer,2021-07-05 18:24:00,KRC Genk Esports,Team 7AM,2,0
Belgian League 2021 Summer,2021-07-05 18:45:00,Ion Squad,KV Mechelen Esports,2,0
EBL Season 9,2021-07-05 16:31:00,NK Osijek Esport,Valiance,2,0
EBL Season 9,2021-07-05 17:35:00,Zero Tenacity,x25 Esports,1,0
EBL Season 9,2021-07-05 18:29:00,Split Raiders,Nexus KTRL,1,0
EBL Season 9,2021-07-05 19:27:00,Crvena zvezda Esports,ASUS ROG ELITE,1,0
GL 2021 Closing,2021-07-05 23:37:00,Once Caldas Esports,Zeu5 Bogota,2,0
GLL 2021 Summer,2021-07-05 15:14:00,CowBoySquad Imperials Esports,Team Phantasma,2,0
GLL 2021 Summer,2021-07-05 15:48:00,Team Refuse,Zerolag Esports,2,0
GLL 2021 Summer,2021-07-05 16:49:00,Anorthosis Famagusta Esports,Umbra Divinus Gaming,1,0
GLL 2021 Summer,2021-07-05 17:42:00,WLGaming Esports,Gamespace Mediterranean College Esports,1,0
LCK CL 2021 Summer,2021-07-05 07:46:00,Liiv SANDBOX Challengers,Hanwha Life Esports Challengers,2,0
LCK CL 2021 Summer,2021-07-05 08:45:00,Afreeca Freecs Challengers,DWG KIA Challengers,1,0
LCK CL 2021 Summer,2021-07-05 09:49:00,Nongshim RedForce Challengers,KT Rolster Challengers,1,0
LCK CL 2021 Summer,2021-07-05 11:03:00,DRX Challengers,Fredit BRION Challengers,1,0
LCK CL 2021 Summer,2021-07-05 12:05:00,Gen.G Challengers,T1 Challengers,1,0
LCS 2021 Summer,2021-07-05 00:03:00,Dignitas,Immortals,2,0
LDL 2021 Summer,2021-07-05 06:13:00,Ultra Prime Academy,LGD Gaming Young Team,1,0
LDL 2021 Summer,2021-07-05 06:18:00,Suning-S,EDward Gaming Youth Team,1,0
LDL 2021 Summer,2021-07-05 07:03:00,LGD Gaming Young Team,Ultra Prime Academy,2,0
LDL 2021 Summer,2021-07-05 07:09:00,Suning-S,EDward Gaming Youth Team,1,0
LDL 2021 Summer,2021-07-05 08:22:00,WanZhen Esports Club,Oh My Dream,1,0
LDL 2021 Summer,2021-07-05 08:28:00,Kaisa Gaming,ThunderTalk Gaming Young,2,0
LDL 2021 Summer,2021-07-05 09:16:00,Oh My Dream,WanZhen Esports Club,2,0
LDL 2021 Summer,2021-07-05 09:24:00,Kaisa Gaming,ThunderTalk Gaming Young,1,0
LDL 2021 Summer,2021-07-05 10:29:00,LNG Academy,Joy Dream,1,0
LDL 2021 Summer,2021-07-05 10:34:00,Kaisa Gaming,ThunderTalk Gaming Young,2,0
LDL 2021 Summer,2021-07-05 11:29:00,Joy Dream,LNG Academy,1,0
LDL 2021 Summer,2021-07-05 11:50:00,MAX (Chinese Team),Team Pinnacle,1,0
LDL 2021 Summer,2021-07-05 12:23:00,LNG Academy,Joy Dream,1,0
LDL 2021 Summer,2021-07-05 12:35:00,Team Pinnacle,MAX (Chinese Team),1,0
LDL 2021 Summer,2021-07-05 13:28:00,MAX (Chinese Team),Team Pinnacle,1,0
LFL Division 2 2021 Summer,2021-07-05 15:37:00,Atletec,FC Nantes Esports,1,0
LFL Division 2 2021 Summer,2021-07-05 16:46:00,Zephyr Esport,IZI Elyandra,2,0
LFL Division 2 2021 Summer,2021-07-05 17:46:00,Solary Academy,Tony Parker Adequat Academy,2,0
LFL Division 2 2021 Summer,2021-07-05 18:44:00,Team Oplon,GamersOrigin Academy,2,0
LFL Division 2 2021 Summer,2021-07-05 19:48:00,GameWard Academy,Team MCES Academy,1,0
LLA 2021 Closing,2021-07-05 00:14:00,Furious Gaming,Rainbow7,2,0
LPL 2021 Summer,2021-07-05 09:19:00,Rogue Warriors,Invictus Gaming,2,0
LPL 2021 Summer,2021-07-05 10:02:00,Rogue Warriors,Invictus Gaming,1,0
LPL 2021 Summer,2021-07-05 10:55:00,Rogue Warriors,Invictus Gaming,1,0
LPL 2021 Summer,2021-07-05 12:17:00,Rare Atom,JD Gaming,1,0
LPL 2021 Summer,2021-07-05 13:07:00,Rare Atom,JD Gaming,2,0
LPL 2021 Summer,2021-07-05 13:53:00,Rare Atom,JD Gaming,2,0
LPLOL 2021 Summer,2021-07-05 19:15:00,EFIVE Esports,For The Win Esports,2,0
LPLOL 2021 Summer,2021-07-05 19:55:00,GTZ Bulls,Karma Clan Esports,2,0
LPLOL 2021 Summer,2021-07-05 20:51:00,Boavista FC,White Dragons,1,0
LPLOL 2021 Summer,2021-07-05 21:58:00,EGN Esports,OFFSET Esports,2,0
LVP SL 2021 Summer,2021-07-05 15:38:00,S2V Esports,eMonkeyz,1,0
LVP SL 2021 Summer,2021-07-05 16:46:00,G2 Arctic,BCN Squad,1,0
LVP SL 2021 Summer,2021-07-05 17:38:00,MAD Lions Madrid,Cream Real Betis.EU,2,0
LVP SL 2021 Summer,2021-07-05 18:44:00,Team Queso,Vodafone Giants.Spain,1,0
LVP SL 2021 Summer,2021-07-05 19:46:00,UCAM Esports Club,Movistar Riders,2,0
PG Proving Grounds 2021 Summer,2021-07-05 17:08:00,GGEsports Academy,Pippo e Paperino eSports,1,0
PG Proving Grounds 2021 Summer,2021-07-05 17:40:00,Brescia Esports,Earth Revolution Gaming,2,0
PG Proving Grounds 2021 Summer,2021-07-05 18:24:00,MCES Italia,Axolotl Academy,2,0
PG Proving Grounds 2021 Summer,2021-07-05 19:10:00,Esport Empire,DREN eSports,1,0
PRM 1st Division 2021 Summer,2021-07-05 15:49:00,Eintracht Frankfurt,Austrian Force eSports,1,0
PRM 1st Division 2021 Summer,2021-07-05 16:41:00,RULE,TeamOrangeGaming,1,0
PRM 1st Division 2021 Summer,2021-07-05 17:41:00,TT willhaben,cowana Gaming,1,0
PRM 1st Division 2021 Summer,2021-07-05 18:37:00,Flayn eSports,Team Riverside,1,0
PRM 1st Division 2021 Summer,2021-07-05 19:33:00,mYinsanity,404 Multigaming e.V.,2,0
RCL 2021 Summer Playoffs,2021-07-05 21:40:00,Wildcard Gaming Red,Zoos Gaming,1,0
RCL 2021 Summer Playoffs,2021-07-05 21:48:00,Cloud9 Amateur,Maryville University,2,0
RCL 2021 Summer Playoffs,2021-07-05 22:37:00,Cloud9 Amateur,Maryville University,1,0
RCL 2021 Summer Playoffs,2021-07-05 22:56:00,Zoos Gaming,Wildcard Gaming Red,2,0
RCL 2021 Summer Playoffs,2021-07-05 23:51:00,Maryville University,Cloud9 Amateur,1,0
TES Finland 2021 Summer,2021-07-05 14:30:00,ENHANCED,Realm Gaming,1,0
TES Finland 2021 Summer,2021-07-05 15:29:00,Team DeftFox,NYYRIKKI,1,0
TES Finland 2021 Summer,2021-07-05 16:48:00,Team DeftFox,Epic Avalanche,1,0
TES Finland 2021 Summer,2021-07-05 18:10:00,Epic Avalanche,Team DeftFox,2,0
TES Norway 2021 Summer,2021-07-05 16:44:00,KAOS e-sport,Wizard esports,1,0
TES Norway 2021 Summer,2021-07-05 16:48:00,Bifrost,Vanir,1,0
TES Norway 2021 Summer,2021-07-05 16:49:00,HyFerion5 Esports,Nordavind Academy,1,0
TES Norway 2021 Summer,2021-07-05 16:59:00,Domino esport,Rich Gang (Norwegian Team),2,0
TES Norway 2021 Summer,2021-07-05 17:40:00,KAOS e-sport,Wizard esports,1,0
TES Norway 2021 Summer,2021-07-05 17:41:00,Nordavind Academy,HyFerion5 Esports,1,0
TES Norway 2021 Summer,2021-07-05 17:51:00,Bifrost,Vanir,1,0
TES Norway 2021 Summer,2021-07-05 18:16:00,Rich Gang (Norwegian Team),Domino esport,1,0
TES Norway 2021 Summer,2021-07-05 18:37:00,HyFerion5 Esports,Nordavind Academy,2,0
TES Sweden 2021 Summer,2021-07-05 15:41:00,FALKN,Alingsås Esport,1,0
TES Sweden 2021 Summer,2021-07-05 17:45:00,Lundqvist Lightside,Verax Esports,1,0
TES Sweden 2021 Summer,2021-07-05 18:41:00,Aqualix Esports,Hybrid Esports,2,0
UKLC 2021 Summer,2021-07-05 16:24:00,London Esports,MnM Gaming,2,0
UKLC 2021 Summer,2021-07-05 17:50:00,NVision Esports,Enclave,2,0
UKLC 2021 Summer,2021-07-05 18:50:00,Resolve Academy,Viperio,1,0
UKLC 2021 Summer,2021-07-05 19:47:00,Lucent Esports,Bulldog Esports,2,0
Ultraliga 2nd Division Season 3,2021-07-05 14:53:00,FreePi,piratesports,2,0
Ultraliga 2nd Division Season 3,2021-07-05 15:54:00,Dom Spokojnej Starości,NRAX Esports,2,0
Ultraliga 2nd Division Season 3,2021-07-05 16:47:00,piratesports,PRIDE ESCA Academy,1,0
Ultraliga 2nd Division Season 3,2021-07-05 18:44:00,Dom Spokojnej Starości,PRIDE ESCA Academy,1,0
CBLOL 2021 Split 2,2021-07-04 15:48:00,RED Canids,LOUD,2,0
CBLOL 2021 Split 2,2021-07-04 16:52:00,FURIA Esports,Netshoes Miners,2,0
CBLOL 2021 Split 2,2021-07-04 17:53:00,INTZ,Rensga Esports,2,0
CBLOL 2021 Split 2,2021-07-04 18:55:00,Vorax Liberty,KaBuM! e-Sports,1,0
CBLOL 2021 Split 2,2021-07-04 19:46:00,paiN Gaming,Flamengo Esports,2,0
GLWL 2021 Summer Phase B,2021-07-04 14:25:00,Panther Stars Esports,Team Phantasma Community,1,0
GLWL 2021 Summer Phase B,2021-07-04 14:31:00,Olympiacos Alimou,Gamespace Mediterranean College Esports Academy,1,0
GLWL 2021 Summer Phase B,2021-07-04 14:31:00,Zerolag Esports Academy,CowBoySquad Imperials Esports Academy,1,0
GLWL 2021 Summer Phase B,2021-07-04 14:32:00,Team HavoC,Anorthosis Famagusta Esports Academy,1,0
GLWL 2021 Summer Phase B,2021-07-04 15:36:00,Anorthosis Famagusta Esports Academy,Panther Stars Esports,1,0
GLWL 2021 Summer Phase B,2021-07-04 15:42:00,CowBoySquad Imperials Esports Academy,Olympiacos Alimou,2,0
GLWL 2021 Summer Phase B,2021-07-04 15:42:00,Team Phantasma Community,Hive Athens EC,2,0
GLWL 2021 Summer Phase B,2021-07-04 15:44:00,Gamespace Mediterranean College Esports Academy,Team HavoC,2,0
GLWL 2021 Summer Phase B,2021-07-04 16:06:00,Anorthosis Famagusta Esports Academy,Olympiacos Alimou,1,0
GLWL 2021 Summer Phase B,2021-07-04 16:34:00,Gamespace Mediterranean College Esports Academy,Zerolag Esports Academy,1,0
GLWL 2021 Summer Phase B,2021-07-04 16:36:00,Team Phantasma Community,Team HavoC,1,0
GLWL 2021 Summer Phase B,2021-07-04 16:56:00,Hive Athens EC,Panther Stars Esports,1,0
Hitpoint Masters 2021 Summer,2021-07-04 12:46:00,Vikingekrig Esports,Dynamo Eclot,1,0
Hitpoint Masters 2021 Summer,2021-07-04 13:51:00,eSuba,Dark Tigers,1,0
Hitpoint Masters 2021 Summer,2021-07-04 14:44:00,Inaequalis,BRUTE,2,0
Hitpoint Masters 2021 Summer,2021-07-04 15:56:00,SINNERS Esports,Vikingekrig Esports,2,0
Hitpoint Masters 2021 Summer,2021-07-04 16:59:00,eSuba,Inside Games,1,0
Hitpoint Masters 2021 Summer,2021-07-04 17:52:00,SINNERS Esports,Inside Games,1,0
Hitpoint Masters 2021 Summer,2021-07-04 18:52:00,Dynamo Eclot,BRUTE,1,0
Hitpoint Masters 2021 Summer,2021-07-04 19:53:00,Dark Tigers,Inaequalis,1,0
LCK 2021 Summer,2021-07-04 05:14:00,Hanwha Life Esports,Nongshim RedForce,2,0
LCK 2021 Summer,2021-07-04 08:41:00,Hanwha Life Esports,Nongshim RedForce,1,0
LCK 2021 Summer,2021-07-04 09:41:00,Nongshim RedForce,Hanwha Life Esports,2,0
LCK 2021 Summer,2021-07-04 10:57:00,Gen.G,DWG KIA,2,0
LCK 2021 Summer,2021-07-04 12:28:00,DWG KIA,Gen.G,1,0
LCL 2021 Summer,2021-07-04 12:31:00,One Breath Gaming,CTRL PLAY,1,0
LCL 2021 Summer,2021-07-04 13:43:00,Unicorns Of Love.CIS,RoX (2014 CIS Team),1,0
LCL 2021 Summer,2021-07-04 14:30:00,CrowCrowd,Vega Squadron,1,0
LCL 2021 Summer,2021-07-04 15:38:00,Black Star Gaming,Dragon Army,2,0
LCS 2021 Summer,2021-07-04 01:02:00,100 Thieves,FlyQuest,1,0
LCS 2021 Summer,2021-07-04 19:26:00,Evil Geniuses.NA,Golden Guardians,1,0
LCS 2021 Summer,2021-07-04 20:55:00,Counter Logic Gaming,100 Thieves,2,0
LCS 2021 Summer,2021-07-04 22:06:00,Cloud9,TSM,2,0
LCS 2021 Summer,2021-07-04 23:10:00,Team Liquid,FlyQuest,1,0
LDL 2021 Summer,2021-07-04 06:12:00,V5 87,All Combo,1,0
LDL 2021 Summer,2021-07-04 06:13:00,TWELVE,Bilibili Gaming Junior,1,0
LDL 2021 Summer,2021-07-04 06:56:00,All Combo,V5 87,2,0
LDL 2021 Summer,2021-07-04 07:12:00,Bilibili Gaming Junior,TWELVE,1,0
LDL 2021 Summer,2021-07-04 08:01:00,TWELVE,Bilibili Gaming Junior,2,0
LDL 2021 Summer,2021-07-04 08:10:00,Rare Atom Period,Royal Club,1,0
LDL 2021 Summer,2021-07-04 09:02:00,Royal Club,Rare Atom Period,1,0
LDL 2021 Summer,2021-07-04 09:09:00,Invictus Gaming Young,Rogue Warriors Shark,1,0
LDL 2021 Summer,2021-07-04 09:47:00,Rare Atom Period,Royal Club,2,0
LDL 2021 Summer,2021-07-04 10:08:00,Rogue Warriors Shark,Invictus Gaming Young,2,0
LDL 2021 Summer,2021-07-04 10:52:00,Top Esports Challenger,Young Miracles,2,0
LDL 2021 Summer,2021-07-04 11:27:00,Shu Dai Xiong Gaming,Team WE Academy,1,0
LDL 2021 Summer,2021-07-04 11:43:00,Young Miracles,Top Esports Challenger,2,0
LDL 2021 Summer,2021-07-04 12:08:00,Team WE Academy,Shu Dai Xiong Gaming,2,0
LDL 2021 Summer,2021-07-04 12:29:00,Top Esports Challenger,Young Miracles,1,0
LLA 2021 Closing,2021-07-04 00:14:00,Isurus,Rainbow7,2,0
LLA 2021 Closing,2021-07-04 21:17:00,Kaos Latin Gamers,XTEN Esports,2,0
LLA 2021 Closing,2021-07-04 22:13:00,Estral Esports,Isurus,2,0
LLA 2021 Closing,2021-07-04 23:11:00,Infinity Esports (Latin American Team),All Knights,1,0
LPL 2021 Summer,2021-07-04 07:16:00,Victory Five,Bilibili Gaming,2,0
LPL 2021 Summer,2021-07-04 08:16:00,Victory Five,Bilibili Gaming,2,0
LPL 2021 Summer,2021-07-04 09:32:00,Top Esports,EDward Gaming,1,0
LPL 2021 Summer,2021-07-04 10:33:00,EDward Gaming,Top Esports,2,0
LPL 2021 Summer,2021-07-04 12:04:00,Suning,Royal Never Give Up,2,0
LPL 2021 Summer,2021-07-04 12:50:00,Suning,Royal Never Give Up,1,0
LPL 2021 Summer,2021-07-04 13:39:00,Suning,Royal Never Give Up,1,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 09:39:00,KRC Genk Esports Talent Team,Starlan Gaming Club Academy,1,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 09:42:00,Rocket Core Esports,Bastards Esports,2,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 09:45:00,KV Mechelen Esports Academy,ZennIT,2,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 09:58:00,Zlators kittens,Labradoodle 9,1,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 10:43:00,KV Mechelen Esports Academy,ZennIT,2,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 10:43:00,Starlan Gaming Club Academy,KRC Genk Esports Talent Team,2,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 10:50:00,Bastards Esports,Rocket Core Esports,1,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 10:58:00,Zlators kittens,Labradoodle 9,2,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 11:39:00,Zlators kittens,Labradoodle 9,2,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 12:07:00,KRC Genk Esports Talent Team,Bastards Esports,1,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 12:51:00,Labradoodle 9,ZennIT,2,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 13:03:00,Bastards Esports,KRC Genk Esports Talent Team,1,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 13:44:00,ZennIT,Labradoodle 9,2,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 13:48:00,KRC Genk Esports Talent Team,Bastards Esports,2,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 14:40:00,Labradoodle 9,ZennIT,1,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 16:53:00,Bastards Esports,Labradoodle 9,1,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 17:46:00,Bastards Esports,Labradoodle 9,2,0
Open Tour Benelux 2021 Summer Qualifier 4,2021-07-04 18:34:00,Labradoodle 9,Bastards Esports,1,0
TCL 2021 Summer,2021-07-04 10:31:00,Galatasaray Esports,NASR eSports Turkey,1,0
TCL 2021 Summer,2021-07-04 11:19:00,Team AURORA,Galakticos,2,0
TCL 2021 Summer,2021-07-04 12:16:00,Dark Passage,SuperMassive Blaze,1,0
TCL 2021 Summer,2021-07-04 13:29:00,Istanbul Wildcats,5 Ronin,2,0
TCL 2021 Summer,2021-07-04 14:26:00,Beşiktaş Esports,1907 Fenerbahçe Esports,1,0
Tempest League 2021 Season,2021-07-04 00:48:00,3SG,Vandals Esports,1,0
UEM 2021 Playoffs,2021-07-04 09:51:00,Die Bremer Brüder,EPHEC eSport,2,0
UEM 2021 Playoffs,2021-07-04 10:57:00,Die Bremer Brüder,EPHEC eSport,1,0
UEM 2021 Playoffs,2021-07-04 11:45:00,EPHEC eSport,Die Bremer Brüder,2,0
UEM 2021 Playoffs,2021-07-04 12:34:00,Esport STUBA,COGS Bristol,1,0
UEM 2021 Playoffs,2021-07-04 13:35:00,COGS Bristol,Esport STUBA,1,0
UEM 2021 Playoffs,2021-07-04 14:18:00,Esport STUBA,COGS Bristol,2,0
UKLC 2021 Summer,2021-07-04 16:37:00,London Esports,Resolve Academy,1,0
UKLC 2021 Summer,2021-07-04 17:35:00,MnM Gaming,Bulldog Esports,1,0
UKLC 2021 Summer,2021-07-04 18:37:00,Lucent Esports,Enclave,1,0
UKLC 2021 Summer,2021-07-04 19:47:00,Viperio,NVision Esports,2,0
Ultraliga 2nd Division Season 3,2021-07-04 15:34:00,Lodis by Illuminar,NRAX Esports,2,0
CBLOL 2021 Split 2,2021-07-03 15:45:00,Flamengo Esports,LOUD,2,0
CBLOL 2021 Split 2,2021-07-03 17:18:00,Rensga Esports,RED Canids,2,0
CBLOL 2021 Split 2,2021-07-03 18:18:00,FURIA Esports,INTZ,2,0
CBLOL 2021 Split 2,2021-07-03 19:24:00,paiN Gaming,KaBuM! e-Sports,1,0
CBLOL 2021 Split 2,2021-07-03 20:14:00,Vorax Liberty,Netshoes Miners,2,0
GLWL 2021 Summer Phase B,2021-07-03 14:31:00,Panther Stars Esports,Gamespace Mediterranean College Esports Academy,2,0
GLWL 2021 Summer Phase B,2021-07-03 14:32:00,Team HavoC,CowBoySquad Imperials Esports Academy,1,0
GLWL 2021 Summer Phase B,2021-07-03 14:34:00,Hive Athens EC,Anorthosis Famagusta Esports Academy,1,0
GLWL 2021 Summer Phase B,2021-07-03 14:35:00,Olympiacos Alimou,Zerolag Esports Academy,1,0
GLWL 2021 Summer Phase B,2021-07-03 15:38:00,Zerolag Esports Academy,Team HavoC,2,0
GLWL 2021 Summer Phase B,2021-07-03 15:39:00,CowBoySquad Imperials Esports Academy,Panther Stars Esports,2,0
GLWL 2021 Summer Phase B,2021-07-03 15:45:00,Anorthosis Famagusta Esports Academy,Team Phantasma Community,1,0
GLWL 2021 Summer Phase B,2021-07-03 15:47:00,Gamespace Mediterranean College Esports Academy,Hive Athens EC,1,0
Hitpoint Challengers 2021 Summer,2021-07-03 10:29:00,Inside Games Academy,Dynamo Eclot Academy,1,0
Hitpoint Challengers 2021 Summer,2021-07-03 11:41:00,Team Universe,eSuba Academy,1,0
Hitpoint Challengers 2021 Summer,2021-07-03 12:36:00,Esport Academy,Gaming Team Kravaře,1,0
Hitpoint Challengers 2021 Summer,2021-07-03 13:26:00,Dark Tigers Academy,BRUTE Talents,1,0
LCK 2021 Summer,2021-07-03 06:24:00,T1,Afreeca Freecs,1,0
LCK 2021 Summer,2021-07-03 09:04:00,Afreeca Freecs,T1,1,0
LCK 2021 Summer,2021-07-03 10:12:00,T1,Afreeca Freecs,2,0
LCK 2021 Summer,2021-07-03 11:11:00,Liiv SANDBOX,DRX,1,0
LCK 2021 Summer,2021-07-03 12:45:00,Liiv SANDBOX,DRX,2,0
LCK 2021 Summer,2021-07-03 13:45:00,Liiv SANDBOX,DRX,1,0
LCL 2021 Summer,2021-07-03 12:39:00,Vega Squadron,Black Star Gaming,2,0
LCL 2021 Summer,2021-07-03 13:51:00,CTRL PLAY,CrowCrowd,2,0
LCL 2021 Summer,2021-07-03 14:59:00,Unicorns Of Love.CIS,One Breath Gaming,1,0
LCL 2021 Summer,2021-07-03 15:57:00,RoX (2014 CIS Team),Dragon Army,1,0
LCS 2021 Summer,2021-07-03 00:03:00,Dignitas,TSM,1,0
LCS 2021 Summer,2021-07-03 01:06:00,Cloud9,Immortals,1,0
LCS 2021 Summer,2021-07-03 02:05:00,Counter Logic Gaming,Golden Guardians,2,0
LCS 2021 Summer,2021-07-03 20:43:00,TSM,Immortals,1,0
LCS 2021 Summer,2021-07-03 21:45:00,Counter Logic Gaming,Evil Geniuses.NA,2,0
LCS 2021 Summer,2021-07-03 22:42:00,Team Liquid,Cloud9,2,0
LCS 2021 Summer,2021-07-03 23:58:00,Dignitas,Golden Guardians,1,0
LDL 2021 Summer,2021-07-03 06:12:00,Suning-S,FunPlus Phoenix Blaze,1,0
LDL 2021 Summer,2021-07-03 06:13:00,ThunderTalk Gaming Young,EDward Gaming Youth Team,1,0
LDL 2021 Summer,2021-07-03 07:09:00,FunPlus Phoenix Blaze,Suning-S,2,0
LDL 2021 Summer,2021-07-03 07:12:00,EDward Gaming Youth Team,ThunderTalk Gaming Young,2,0
LDL 2021 Summer,2021-07-03 08:18:00,Kaisa Gaming,Oh My Dream,2,0
LDL 2021 Summer,2021-07-03 08:26:00,Joy Dream,Ultra Prime Academy,2,0
LDL 2021 Summer,2021-07-03 09:19:00,Ultra Prime Academy,Joy Dream,2,0
LDL 2021 Summer,2021-07-03 09:24:00,Kaisa Gaming,Oh My Dream,2,0
LDL 2021 Summer,2021-07-03 10:08:00,Joy Dream,Ultra Prime Academy,2,0
LDL 2021 Summer,2021-07-03 10:58:00,WanZhen Esports Club,LGD Gaming Young Team,1,0
