title.Tournament,title.DateTime UTC,title.Team1,title.Team2,title.Winner,title.DateTime UTC__precision
Turkey Academy 2021 Summer,2021-06-17 17:16:00,Istanbul Wildcats Academy,SuperMassive Blaze Academy,1,0
UKLC 2021 Summer,2021-06-17 16:34:00,Viperio,Enclave,1,0
UKLC 2021 Summer,2021-06-17 17:40:00,Lucent Esports,London Esports,2,0
UKLC 2021 Summer,2021-06-17 18:26:00,NVision Esports,MnM Gaming,2,0
UKLC 2021 Summer,2021-06-17 19:26:00,Bulldog Esports,Resolve Academy,2,0
VL 2021 Closing,2021-06-17 00:52:00,AGD E-Sports,GeekSide Esports,2,0
VL 2021 Closing,2021-06-17 01:52:00,Cattleya Gaming,Pirate Dream,2,0
VL 2021 Closing,2021-06-17 02:52:00,Skull Cracker,AceS GaminG,1,0
CBLOL Academy 2021 Split 2,2021-06-16 20:07:00,LOUD Academy,KaBuM! Academy,1,0
CBLOL Academy 2021 Split 2,2021-06-16 20:46:00,Rensga Academy,paiN Gaming Academy,2,0
CBLOL Academy 2021 Split 2,2021-06-16 21:38:00,RED Academy,Netshoes Miners Academy,2,0
CBLOL Academy 2021 Split 2,2021-06-16 22:37:00,FURIA Academy,Vorax Liberty Academy,2,0
CBLOL Academy 2021 Split 2,2021-06-16 23:38:00,INTZ Academy,Flamengo Academy,2,0
DDH 2021 Closing,2021-06-16 00:49:00,Six Karma,Naguara Mexico,2,0
DDH 2021 Closing,2021-06-16 01:38:00,Atomic México,The Kings,2,0
DDH 2021 Closing,2021-06-16 02:32:00,Respawn Esports,We Talent,2,0
DDH 2021 Closing,2021-06-16 22:35:00,Six Karma,Team Aze,2,0
DDH 2021 Closing,2021-06-16 23:27:00,The Kings,Respawn Esports,1,0
GL 2021 Closing,2021-06-16 01:06:00,ELR Gaming,Zeu5 Bogota,2,0
GL 2021 Closing,2021-06-16 02:10:00,Once Caldas Esports,Braves Rising,2,0
GL 2021 Closing,2021-06-16 03:26:00,NOCTA,Spirituals,2,0
LCK 2021 Summer,2021-06-16 07:20:00,Nongshim RedForce,DRX,1,0
LCK 2021 Summer,2021-06-16 08:42:00,DRX,Nongshim RedForce,1,0
LCK 2021 Summer,2021-06-16 09:48:00,Nongshim RedForce,DRX,1,0
LCK 2021 Summer,2021-06-16 10:41:00,KT Rolster,Gen.G,2,0
LCK 2021 Summer,2021-06-16 12:06:00,KT Rolster,Gen.G,1,0
LCK 2021 Summer,2021-06-16 13:04:00,KT Rolster,Gen.G,2,0
LCK CL 2021 Summer,2021-06-16 06:41:00,T1 Challengers,KT Rolster Challengers,2,0
LCO 2021 Split 2,2021-06-16 07:45:00,PEACE (Oceanic Team),Pentanet.GG,1,0
LCO 2021 Split 2,2021-06-16 08:54:00,Gravitas,Dire Wolves,2,0
LCO 2021 Split 2,2021-06-16 10:34:00,Chiefs Esports Club,MAMMOTH,1,0
LCO 2021 Split 2,2021-06-16 11:15:00,ORDER,Legacy Esports,1,0
LDL 2021 Summer,2021-06-16 06:13:00,Invictus Gaming Young,TWELVE,1,0
LDL 2021 Summer,2021-06-16 06:13:00,Shu Dai Xiong Gaming,Rogue Warriors Shark,1,0
LDL 2021 Summer,2021-06-16 07:04:00,Rogue Warriors Shark,Shu Dai Xiong Gaming,1,0
LDL 2021 Summer,2021-06-16 07:09:00,TWELVE,Invictus Gaming Young,1,0
LDL 2021 Summer,2021-06-16 08:01:00,Shu Dai Xiong Gaming,Rogue Warriors Shark,1,0
LDL 2021 Summer,2021-06-16 08:03:00,Invictus Gaming Young,TWELVE,1,0
LDL 2021 Summer,2021-06-16 09:07:00,Team WE Academy,All Combo,1,0
LDL 2021 Summer,2021-06-16 09:17:00,Young Miracles,Bilibili Gaming Junior,1,0
LDL 2021 Summer,2021-06-16 09:55:00,All Combo,Team WE Academy,2,0
LDL 2021 Summer,2021-06-16 10:13:00,Bilibili Gaming Junior,Young Miracles,2,0
LDL 2021 Summer,2021-06-16 11:18:00,Royal Club,Top Esports Challenger,2,0
LDL 2021 Summer,2021-06-16 11:23:00,Rare Atom Period,V5 87,1,0
LDL 2021 Summer,2021-06-16 12:18:00,V5 87,Rare Atom Period,1,0
LDL 2021 Summer,2021-06-16 12:20:00,Top Esports Challenger,Royal Club,1,0
LDL 2021 Summer,2021-06-16 13:11:00,Rare Atom Period,V5 87,1,0
LFL 2021 Summer,2021-06-16 15:02:00,Vitality.Bee,Team MCES,1,0
LFL 2021 Summer,2021-06-16 16:54:00,Solary,GamersOrigin,1,0
LFL 2021 Summer,2021-06-16 17:44:00,Karmine Corp,Misfits Premier,1,0
LFL 2021 Summer,2021-06-16 18:56:00,Team BDS,LDLC OL,2,0
LFL 2021 Summer,2021-06-16 20:07:00,GameWard,Izi Dream,1,0
LHE 2021 Closing,2021-06-16 21:26:00,Cruzados Esports,Bencheados,2,0
LHE 2021 Closing,2021-06-16 22:29:00,Santiago Wanderers eSports,Newstar,1,0
LHE 2021 Closing,2021-06-16 23:25:00,Furious Gaming Chile,Movistar Optix,1,0
LMF 2021 Closing,2021-06-16 20:53:00,Maycam Evolve Gaming,Ualá Pampas,1,0
LMF 2021 Closing,2021-06-16 21:58:00,River Plate Gaming,Stone Movistar,2,0
LMF 2021 Closing,2021-06-16 23:15:00,eBRO Gaming,Naguara Team,2,0
LPL 2021 Summer,2021-06-16 09:20:00,Victory Five,Team WE,2,0
LPL 2021 Summer,2021-06-16 10:14:00,Team WE,Victory Five,1,0
LPL 2021 Summer,2021-06-16 11:16:00,Bilibili Gaming,LGD Gaming,2,0
LPL 2021 Summer,2021-06-16 12:06:00,LGD Gaming,Bilibili Gaming,2,0
LPL 2021 Summer,2021-06-16 12:56:00,LGD Gaming,Bilibili Gaming,2,0
NA Academy 2021 Summer,2021-06-16 19:46:00,Cloud9 Academy,Evil Geniuses Academy,1,0
NA Academy 2021 Summer,2021-06-16 19:49:00,FlyQuest Academy,Team Liquid Academy,1,0
NA Academy 2021 Summer,2021-06-16 20:37:00,Team Liquid Academy,FlyQuest Academy,2,0
NA Academy 2021 Summer,2021-06-16 20:56:00,Evil Geniuses Academy,Cloud9 Academy,1,0
NA Academy 2021 Summer,2021-06-16 21:28:00,Immortals Academy,TSM Academy,2,0
NA Academy 2021 Summer,2021-06-16 21:48:00,Dignitas Academy,Golden Guardians Academy,1,0
NA Academy 2021 Summer,2021-06-16 22:28:00,Immortals Academy,TSM Academy,1,0
NA Academy 2021 Summer,2021-06-16 22:46:00,Golden Guardians Academy,Dignitas Academy,1,0
NA Academy 2021 Summer,2021-06-16 23:46:00,100 Thieves Academy,CLG Academy,1,0
NLC 2021 Summer,2021-06-16 15:21:00,Dusty,Fnatic Rising,1,0
NLC 2021 Summer,2021-06-16 16:39:00,Team Singularity,Riddle Esports,1,0
NLC 2021 Summer,2021-06-16 17:46:00,Nordavind,Granit Gaming,1,0
NLC 2021 Summer,2021-06-16 18:46:00,Galaxy Racer Esports EU Male,BT Excel,2,0
NLC 2021 Summer,2021-06-16 19:54:00,Resolve,KOVA Esports,1,0
PG Nationals 2021 Summer,2021-06-16 16:41:00,Cyberground Gaming,Macko Esports,2,0
PG Nationals 2021 Summer,2021-06-16 17:35:00,Mkers,GGEsports,2,0
PG Nationals 2021 Summer,2021-06-16 19:13:00,Gaia Esports,Samsung Morning Stars,1,0
PG Nationals 2021 Summer,2021-06-16 20:01:00,Axolotl,Outplayed,1,0
PRM 1st Division 2021 Summer,2021-06-16 15:48:00,cowana Gaming,Flayn eSports,1,0
PRM 1st Division 2021 Summer,2021-06-16 16:47:00,TeamOrangeGaming,Team Riverside,1,0
PRM 1st Division 2021 Summer,2021-06-16 17:35:00,Eintracht Frankfurt,404 Multigaming e.V.,1,0
PRM 1st Division 2021 Summer,2021-06-16 19:07:00,TT willhaben,mYinsanity,1,0
PRM 1st Division 2021 Summer,2021-06-16 19:46:00,Austrian Force eSports,RULE,2,0
Tempest League 2021 Season,2021-06-16 00:20:00,3SG,Hipotenusa Esports,1,0
Tempest League 2021 Season,2021-06-16 01:32:00,Valhalla Legion,Delfines Esports,1,0
Tempest League 2021 Season,2021-06-16 02:30:00,Goat Esports,Janus Vipers,2,0
TES Denmark 2021 Summer,2021-06-16 15:54:00,Fløng Esports Elite,Protecting Guardians,1,0
TES Denmark 2021 Summer,2021-06-16 16:47:00,Astralis Talent,Exodia Elite,1,0
TES Denmark 2021 Summer,2021-06-16 17:51:00,Nativz,Exodia Elite,1,0
TES Denmark 2021 Summer,2021-06-16 19:10:00,Absolved,Atlando Esports,1,0
TES Denmark 2021 Summer,2021-06-16 19:57:00,Masonic,Ronin Esports,1,0
TES Finland 2021 Summer,2021-06-16 14:28:00,ENHANCED,BlueWhites,2,0
TES Finland 2021 Summer,2021-06-16 15:33:00,Team DeftFox,NYYRIKKI,1,0
Ultraliga Season 6,2021-06-16 14:44:00,devils.one,Komil and Friends,2,0
Ultraliga Season 6,2021-06-16 15:32:00,Team ESCA Gaming,PDW,1,0
Ultraliga Season 6,2021-06-16 16:24:00,Illuminar Gaming,K1CK,2,0
Ultraliga Season 6,2021-06-16 17:35:00,Gentlemen's Gaming,AGO ROGUE,2,0
VL 2021 Closing,2021-06-16 23:03:00,God's Plan,Descuydado Esports,2,0
Baltic Masters 2021 Summer,2021-06-15 15:28:00,Method2Madness,Iron Wolves,2,0
Baltic Masters 2021 Summer,2021-06-15 17:03:00,Goskilla,Wortex Gaming,1,0
Baltic Masters 2021 Summer,2021-06-15 18:00:00,GOEXANIMO,Medieval Riga,1,0
CBLOL Academy 2021 Split 2,2021-06-15 19:48:00,RED Academy,INTZ Academy,1,0
CBLOL Academy 2021 Split 2,2021-06-15 20:50:00,KaBuM! Academy,Rensga Academy,1,0
CBLOL Academy 2021 Split 2,2021-06-15 21:47:00,Netshoes Miners Academy,LOUD Academy,2,0
CBLOL Academy 2021 Split 2,2021-06-15 22:33:00,paiN Gaming Academy,FURIA Academy,2,0
CBLOL Academy 2021 Split 2,2021-06-15 23:37:00,Flamengo Academy,Vorax Liberty Academy,1,0
CNC 2021 Season Playoffs,2021-06-15 01:03:00,W5 Team,Supay Gaming,2,0
CNC 2021 Season Playoffs,2021-06-15 01:51:00,Supay Gaming,W5 Team,1,0
DDH 2021 Closing,2021-06-15 22:32:00,Janus Esports,Team Aze,2,0
DDH 2021 Closing,2021-06-15 23:46:00,Arctic Gaming Mexico,Kings of the North,1,0
Dutch League 2021 Summer,2021-06-15 15:47:00,Team Echo Zulu,Dynasty,1,0
Dutch League 2021 Summer,2021-06-15 16:10:00,Team THRLL,PSV Esports,2,0
Dutch League 2021 Summer,2021-06-15 17:38:00,LowLandLions,PSV Esports,2,0
Dutch League 2021 Summer,2021-06-15 18:43:00,mCon esports Rotterdam,Team Echo Zulu,1,0
GL 2021 Closing,2021-06-15 00:52:00,Once Caldas Esports,Spirituals,2,0
GL 2021 Closing,2021-06-15 01:56:00,Braves Rising,NOCTA,1,0
GL 2021 Closing,2021-06-15 03:14:00,Team Frozen Knives,Zeu5 Bogota,2,0
GL 2021 Closing,2021-06-15 23:37:00,Team Anomaly Breaker,Team Frozen Knives,2,0
GLL 2021 Summer,2021-06-15 15:17:00,Team Refuse,CowBoySquad Imperials Esports,1,0
GLL 2021 Summer,2021-06-15 16:17:00,Zerolag Esports,Gamespace Mediterranean College Esports,2,0
GLL 2021 Summer,2021-06-15 17:13:00,Umbra Divinus Gaming,Team Phantasma,1,0
GLL 2021 Summer,2021-06-15 18:27:00,Anorthosis Famagusta Esports,WLGaming Esports,1,0
LCK CL 2021 Summer,2021-06-15 07:40:00,Liiv SANDBOX Challengers,DRX Challengers,2,0
LCK CL 2021 Summer,2021-06-15 08:38:00,DWG KIA Challengers,Fredit BRION Challengers,2,0
LCK CL 2021 Summer,2021-06-15 09:49:00,T1 Challengers,Nongshim RedForce Challengers,2,0
LCK CL 2021 Summer,2021-06-15 10:51:00,KT Rolster Challengers,Hanwha Life Esports Challengers,1,0
LCK CL 2021 Summer,2021-06-15 12:11:00,Afreeca Freecs Challengers,Gen.G Challengers,2,0
LCO 2021 Split 2,2021-06-15 07:49:00,Legacy Esports,Gravitas,2,0
LCO 2021 Split 2,2021-06-15 08:58:00,Chiefs Esports Club,PEACE (Oceanic Team),2,0
LCO 2021 Split 2,2021-06-15 10:11:00,Pentanet.GG,Dire Wolves,1,0
LCO 2021 Split 2,2021-06-15 11:16:00,ORDER,MAMMOTH,1,0
LDL 2021 Summer,2021-06-15 06:14:00,Suning-S,LGD Gaming Young Team,1,0
LDL 2021 Summer,2021-06-15 06:19:00,FunPlus Phoenix Blaze,EDward Gaming Youth Team,2,0
LDL 2021 Summer,2021-06-15 06:59:00,LGD Gaming Young Team,Suning-S,2,0
LDL 2021 Summer,2021-06-15 08:13:00,LNG Academy,MAX (Chinese Team),2,0
LDL 2021 Summer,2021-06-15 08:30:00,EDward Gaming Youth Team,FunPlus Phoenix Blaze,1,0
LDL 2021 Summer,2021-06-15 09:35:00,MAX (Chinese Team),LNG Academy,1,0
LDL 2021 Summer,2021-06-15 10:12:00,Joy Dream,WanZhen Esports Club,1,0
LDL 2021 Summer,2021-06-15 10:44:00,Ultra Prime Academy,ThunderTalk Gaming Young,1,0
LDL 2021 Summer,2021-06-15 11:03:00,WanZhen Esports Club,Joy Dream,1,0
LDL 2021 Summer,2021-06-15 11:49:00,Joy Dream,WanZhen Esports Club,2,0
LDL 2021 Summer,2021-06-15 12:46:00,ThunderTalk Gaming Young,Ultra Prime Academy,2,0
LDL 2021 Summer,2021-06-15 13:07:00,Kaisa Gaming,Team Pinnacle,2,0
LDL 2021 Summer,2021-06-15 14:09:00,Team Pinnacle,Kaisa Gaming,1,0
LFL Division 2 2021 Summer,2021-06-15 15:05:00,IZI Elyandra,GameWard Academy,2,0
LFL Division 2 2021 Summer,2021-06-15 16:44:00,Solary Academy,Team MCES Academy,1,0
LFL Division 2 2021 Summer,2021-06-15 17:50:00,Tony Parker Adequat Academy,Team Oplon,2,0
LFL Division 2 2021 Summer,2021-06-15 18:52:00,GamersOrigin Academy,Atletec,2,0
LFL Division 2 2021 Summer,2021-06-15 19:58:00,FC Nantes Esports,Zephyr Esport,1,0
LHE 2021 Closing,2021-06-15 21:28:00,LDM Esports,Santiago Wanderers eSports,2,0
LHE 2021 Closing,2021-06-15 22:48:00,Cruzados Esports,Furious Gaming Chile,1,0
LHE 2021 Closing,2021-06-15 23:46:00,Kaos Latin Gamers Academy,Rebirth eSports,2,0
Liga Nexo 2021 Split 1,2021-06-15 15:11:00,Astralis SB,Abyssal Esport Club,2,0
Liga Nexo 2021 Split 1,2021-06-15 16:49:00,Kawaii Kiwis,Arena Quesito,1,0
Liga Nexo 2021 Split 1,2021-06-15 17:44:00,QLASH Spain,S2V Esports Academy,1,0
Liga Nexo 2021 Split 1,2021-06-15 18:50:00,Movistar Riders Academy,Dead Rabbits Club,1,0
Liga Nexo 2021 Split 1,2021-06-15 19:37:00,Abyssal Esport Club,S2V Esports Academy,2,0
LPL 2021 Summer,2021-06-15 09:22:00,Ultra Prime,Rogue Warriors,2,0
LPL 2021 Summer,2021-06-15 10:18:00,Ultra Prime,Rogue Warriors,1,0
LPL 2021 Summer,2021-06-15 11:17:00,JD Gaming,LNG Esports,2,0
LPL 2021 Summer,2021-06-15 11:19:00,Ultra Prime,Rogue Warriors,1,0
LPL 2021 Summer,2021-06-15 12:22:00,JD Gaming,LNG Esports,1,0
LPL 2021 Summer,2021-06-15 13:18:00,JD Gaming,LNG Esports,2,0
LPLOL 2021 Summer,2021-06-15 18:48:00,EGN Esports,Boavista FC,1,0
LPLOL 2021 Summer,2021-06-15 19:48:00,White Dragons,Karma Clan Esports,2,0
LPLOL 2021 Summer,2021-06-15 20:52:00,OFFSET Esports,EFIVE Esports,1,0
LPLOL 2021 Summer,2021-06-15 22:02:00,For The Win Esports,GTZ Bulls,1,0
MNEB Season 3 Playoffs,2021-06-15 14:38:00,Team Plague,KmK eSports,1,0
MNEB Season 3 Playoffs,2021-06-15 15:47:00,KmK eSports,Team Plague,1,0
MNEB Season 3 Playoffs,2021-06-15 16:52:00,Team Plague,KmK eSports,2,0
MNEB Season 3 Playoffs,2021-06-15 17:49:00,Lenovo Legion Honvéd,Golden Fox Esport,1,0
MNEB Season 3 Playoffs,2021-06-15 18:53:00,Golden Fox Esport,Lenovo Legion Honvéd,2,0
NLC 2021 Summer,2021-06-15 15:18:00,Resolve,Team Singularity,2,0
NLC 2021 Summer,2021-06-15 16:34:00,Nordavind,Fnatic Rising,2,0
NLC 2021 Summer,2021-06-15 17:26:00,Riddle Esports,KOVA Esports,1,0
NLC 2021 Summer,2021-06-15 18:27:00,Tricked Esport,BT Excel,1,0
NLC 2021 Summer,2021-06-15 19:25:00,Godsent,Galaxy Racer Esports EU Male,2,0
PG Proving Grounds 2021 Summer,2021-06-15 16:42:00,Esport Empire,GGEsports Academy,1,0
PG Proving Grounds 2021 Summer,2021-06-15 17:44:00,Pippo e Paperino eSports,Earth Revolution Gaming,1,0
PG Proving Grounds 2021 Summer,2021-06-15 18:37:00,DREN eSports,MCES Italia,2,0
PG Proving Grounds 2021 Summer,2021-06-15 19:25:00,Axolotl Academy,Brescia Esports,1,0
PRM Pro Division 2021 Summer,2021-06-15 15:35:00,PENTA 1860,Unicorns Of Love Sexy Edition,1,0
PRM Pro Division 2021 Summer,2021-06-15 16:33:00,mousesports,E WIE EINFACH E-SPORTS,2,0
PRM Pro Division 2021 Summer,2021-06-15 17:34:00,Berlin International Gaming,FC Schalke 04 Evolution,1,0
PRM Pro Division 2021 Summer,2021-06-15 18:29:00,GamerLegion,EURONICS Gaming,1,0
PRM Pro Division 2021 Summer,2021-06-15 19:22:00,WAVE Esports,SK Gaming Prime,2,0
Tempest League 2021 Season,2021-06-15 23:09:00,Quisqueya Esports,Vandals Esports,1,0
TES Norway 2021 Summer,2021-06-15 15:35:00,Nordavind Academy,Bifrost,1,0
TES Norway 2021 Summer,2021-06-15 16:51:00,Nordavind Academy,Bifrost,2,0
TES Norway 2021 Summer,2021-06-15 17:48:00,Nordavind Academy,Bifrost,2,0
Ultraliga Season 6,2021-06-15 14:45:00,Gentlemen's Gaming,Illuminar Gaming,1,0
Ultraliga Season 6,2021-06-15 15:36:00,AGO ROGUE,PDW,1,0
Ultraliga Season 6,2021-06-15 16:47:00,Komil and Friends,K1CK,2,0
Ultraliga Season 6,2021-06-15 17:44:00,devils.one,Team ESCA Gaming,2,0
Belgian League 2021 Summer,2021-06-14 16:04:00,Starlan Gaming Club,Ion Squad,2,0
Belgian League 2021 Summer,2021-06-14 17:00:00,Sector One,Team 7AM,1,0
Belgian League 2021 Summer,2021-06-14 17:54:00,KRC Genk Esports,Ion Squad,1,0
Belgian League 2021 Summer,2021-06-14 19:00:00,KV Mechelen Esports,Team 7AM,1,0
CNC 2021 Season Playoffs,2021-06-14 21:31:00,W5 Team,Supay Gaming,1,0
CNC 2021 Season Playoffs,2021-06-14 22:34:00,Supay Gaming,W5 Team,1,0
EBL Season 9,2021-06-14 16:29:00,NK Osijek Esport,Crvena zvezda Esports,2,0
EBL Season 9,2021-06-14 17:35:00,Nexus KTRL,ASUS ROG ELITE,1,0
EBL Season 9,2021-06-14 18:40:00,Valiance,Zero Tenacity,2,0
EBL Season 9,2021-06-14 19:51:00,x25 Esports,Split Raiders,2,0
GL 2021 Closing,2021-06-14 23:42:00,Team Anomaly Breaker,ELR Gaming,2,0
GLL 2021 Summer,2021-06-14 15:06:00,Team Phantasma,CowBoySquad Imperials Esports,1,0
GLL 2021 Summer,2021-06-14 15:55:00,Zerolag Esports,Team Refuse,1,0
GLL 2021 Summer,2021-06-14 16:49:00,Umbra Divinus Gaming,Anorthosis Famagusta Esports,1,0
GLL 2021 Summer,2021-06-14 17:36:00,Gamespace Mediterranean College Esports,WLGaming Esports,2,0
LCK CL 2021 Summer,2021-06-14 07:45:00,Fredit BRION Challengers,Gen.G Challengers,2,0
LCK CL 2021 Summer,2021-06-14 08:44:00,T1 Challengers,DRX Challengers,2,0
LCK CL 2021 Summer,2021-06-14 10:35:00,KT Rolster Challengers,Liiv SANDBOX Challengers,1,0
LCK CL 2021 Summer,2021-06-14 11:13:00,Hanwha Life Esports Challengers,Afreeca Freecs Challengers,2,0
LCK CL 2021 Summer,2021-06-14 12:21:00,Nongshim RedForce Challengers,DWG KIA Challengers,1,0
LFL Division 2 2021 Summer,2021-06-14 15:39:00,Team MCES Academy,Team Oplon,2,0
LFL Division 2 2021 Summer,2021-06-14 17:04:00,GamersOrigin Academy,GameWard Academy,1,0
LFL Division 2 2021 Summer,2021-06-14 18:22:00,FC Nantes Esports,Solary Academy,1,0
LFL Division 2 2021 Summer,2021-06-14 19:34:00,IZI Elyandra,Tony Parker Adequat Academy,1,0
LFL Division 2 2021 Summer,2021-06-14 20:33:00,Atletec,Zephyr Esport,1,0
LPL 2021 Summer,2021-06-14 09:19:00,Oh My God,Invictus Gaming,1,0
LPL 2021 Summer,2021-06-14 10:13:00,Invictus Gaming,Oh My God,1,0
LPL 2021 Summer,2021-06-14 10:54:00,Oh My God,Invictus Gaming,1,0
LPL 2021 Summer,2021-06-14 12:12:00,EDward Gaming,Rare Atom,1,0
LPL 2021 Summer,2021-06-14 13:00:00,Rare Atom,EDward Gaming,2,0
LPLOL 2021 Summer,2021-06-14 18:42:00,EFIVE Esports,White Dragons,2,0
LPLOL 2021 Summer,2021-06-14 19:49:00,Boavista FC,OFFSET Esports,1,0
LPLOL 2021 Summer,2021-06-14 20:47:00,GTZ Bulls,EGN Esports,1,0
LPLOL 2021 Summer,2021-06-14 22:03:00,Karma Clan Esports,For The Win Esports,1,0
LVP SL 2021 Summer,2021-06-14 15:39:00,eMonkeyz,Vodafone Giants.Spain,2,0
LVP SL 2021 Summer,2021-06-14 16:42:00,Cream Real Betis.EU,S2V Esports,2,0
LVP SL 2021 Summer,2021-06-14 17:40:00,Movistar Riders,BCN Squad,1,0
LVP SL 2021 Summer,2021-06-14 18:40:00,Team Queso,G2 Arctic,2,0
LVP SL 2021 Summer,2021-06-14 19:42:00,UCAM Esports Club,MAD Lions Madrid,1,0
PG Proving Grounds 2021 Summer,2021-06-14 16:24:00,Earth Revolution Gaming,Axolotl Academy,1,0
PG Proving Grounds 2021 Summer,2021-06-14 17:50:00,Brescia Esports,Esport Empire,2,0
PG Proving Grounds 2021 Summer,2021-06-14 18:37:00,GGEsports Academy,DREN eSports,1,0
PG Proving Grounds 2021 Summer,2021-06-14 19:31:00,MCES Italia,Pippo e Paperino eSports,1,0
PRM 1st Division 2021 Summer,2021-06-14 15:56:00,mYinsanity,Flayn eSports,2,0
PRM 1st Division 2021 Summer,2021-06-14 16:52:00,TeamOrangeGaming,TT willhaben,1,0
PRM 1st Division 2021 Summer,2021-06-14 17:58:00,Eintracht Frankfurt,RULE,1,0
PRM 1st Division 2021 Summer,2021-06-14 18:54:00,cowana Gaming,Austrian Force eSports,1,0
PRM 1st Division 2021 Summer,2021-06-14 20:03:00,Team Riverside,404 Multigaming e.V.,2,0
TES Finland 2021 Summer,2021-06-14 14:35:00,Realm Gaming,Team PHZ,2,0
TES Finland 2021 Summer,2021-06-14 14:37:00,ENHANCED,Team DeftFox,2,0
TES Finland 2021 Summer,2021-06-14 15:28:00,BlueWhites,NYYRIKKI,2,0
TES Finland 2021 Summer,2021-06-14 16:57:00,BlueWhites,Epic Avalanche,1,0
TES Finland 2021 Summer,2021-06-14 17:02:00,NYYRIKKI,Realm Gaming,1,0
TES Norway 2021 Summer,2021-06-14 16:35:00,Rich Gang (Norwegian Team),Vanir,1,0
TES Norway 2021 Summer,2021-06-14 16:41:00,Wizard esports,HyFerion5 Esports,2,0
TES Norway 2021 Summer,2021-06-14 17:41:00,Rich Gang (Norwegian Team),Vanir,1,0
TES Norway 2021 Summer,2021-06-14 17:53:00,Wizard esports,HyFerion5 Esports,1,0
TES Norway 2021 Summer,2021-06-14 18:41:00,Wizard esports,HyFerion5 Esports,1,0
TES Sweden 2021 Summer,2021-06-14 15:39:00,Lanomania,FALKN,2,0
TES Sweden 2021 Summer,2021-06-14 16:43:00,Alingsås Esport,UniQ Esports Club,2,0
TES Sweden 2021 Summer,2021-06-14 17:44:00,Lundqvist Lightside,Aqualix Esports,1,0
TES Sweden 2021 Summer,2021-06-14 18:48:00,UniQ Esports Club,Verax Esports,1,0
UKLC 2021 Summer,2021-06-14 16:34:00,Enclave,Resolve Academy,2,0
UKLC 2021 Summer,2021-06-14 17:40:00,NVision Esports,Bulldog Esports,2,0
UKLC 2021 Summer,2021-06-14 18:40:00,MnM Gaming,Lucent Esports,1,0
UKLC 2021 Summer,2021-06-14 19:32:00,London Esports,Viperio,2,0
Ultraliga 2nd Division Season 3,2021-06-14 14:34:00,Lodis by Illuminar,FreePi,1,0
Ultraliga 2nd Division Season 3,2021-06-14 15:45:00,NRAX Esports,FreePi,2,0
Ultraliga 2nd Division Season 3,2021-06-14 15:47:00,Dom Spokojnej Starości,piratesports,1,0
Ultraliga 2nd Division Season 3,2021-06-14 16:33:00,Lodis by Illuminar,PRIDE ESCA Academy,1,0
Ultraliga 2nd Division Season 3,2021-06-14 17:50:00,NRAX Esports,Dom Spokojnej Starości,1,0
Ultraliga 2nd Division Season 3,2021-06-14 18:42:00,PRIDE ESCA Academy,piratesports,2,0
CBLOL 2021 Split 2,2021-06-13 15:44:00,LOUD,KaBuM! e-Sports,2,0
CBLOL 2021 Split 2,2021-06-13 16:50:00,Rensga Esports,paiN Gaming,1,0
CBLOL 2021 Split 2,2021-06-13 17:48:00,RED Canids,Netshoes Miners,1,0
CBLOL 2021 Split 2,2021-06-13 18:48:00,FURIA Esports,Vorax Liberty,2,0
CBLOL 2021 Split 2,2021-06-13 19:47:00,INTZ,Flamengo Esports,2,0
GLWL 2021 Summer Phase A,2021-06-13 14:22:00,CowBoySquad Imperials Esports Academy,Emperor Gaming,1,0
GLWL 2021 Summer Phase A,2021-06-13 14:26:00,Semper Paratus,Visual Perception,1,0
GLWL 2021 Summer Phase A,2021-06-13 14:28:00,Gamespace Mediterranean College Esports Academy,Olympiacos Alimou,2,0
GLWL 2021 Summer Phase A,2021-06-13 14:30:00,Panther Stars Esports,Anorthosis Famagusta Esports Academy,2,0
GLWL 2021 Summer Phase A,2021-06-13 14:30:00,Team Phantasma Community,Hive Athens EC,1,0
GLWL 2021 Summer Phase A,2021-06-13 14:33:00,Team HavoC,Zerolag Esports Academy,1,0
GLWL 2021 Summer Phase A,2021-06-13 15:38:00,Hive Athens EC,CowBoySquad Imperials Esports Academy,1,0
GLWL 2021 Summer Phase A,2021-06-13 15:40:00,Zerolag Esports Academy,Team Phantasma Community,2,0
GLWL 2021 Summer Phase A,2021-06-13 15:47:00,Visual Perception,Panther Stars Esports,2,0
GLWL 2021 Summer Phase A,2021-06-13 15:49:00,Emperor Gaming,Semper Paratus,1,0
GLWL 2021 Summer Phase A,2021-06-13 15:50:00,Anorthosis Famagusta Esports Academy,Gamespace Mediterranean College Esports Academy,1,0
GLWL 2021 Summer Phase A,2021-06-13 15:51:00,Olympiacos Alimou,Team HavoC,2,0
LCK 2021 Summer,2021-06-13 05:55:00,KT Rolster,DWG KIA,1,0
LCK 2021 Summer,2021-06-13 08:37:00,DWG KIA,KT Rolster,2,0
LCK 2021 Summer,2021-06-13 09:34:00,DRX,Afreeca Freecs,2,0
LCK 2021 Summer,2021-06-13 11:43:00,Afreeca Freecs,DRX,1,0
LCK Academy Series 2021 1st Championship,2021-06-13 04:50:00,BeomSAMA Fan Club,Afreeca Freecs Academy,1,0
LCK Academy Series 2021 1st Championship,2021-06-13 05:46:00,BeomSAMA Fan Club,Afreeca Freecs Academy,1,0
