title.Tournament,title.DateTime UTC,title.Team1,title.Team2,title.Winner,title.DateTime UTC__precision
LCK Academy Series 2021 1st Championship,2021-06-13 06:26:00,Afreeca Freecs Academy,BeomSAMA Fan Club,2,0
LCS 2021 Summer,2021-06-13 00:06:00,Cloud9,Counter Logic Gaming,1,0
LCS 2021 Summer,2021-06-13 01:24:00,Immortals,Dignitas,2,0
LCS 2021 Summer,2021-06-13 19:33:00,Golden Guardians,FlyQuest,1,0
LCS 2021 Summer,2021-06-13 20:45:00,Immortals,Team Liquid,2,0
LCS 2021 Summer,2021-06-13 21:48:00,Counter Logic Gaming,TSM,2,0
LCS 2021 Summer,2021-06-13 22:49:00,Dignitas,Cloud9,2,0
LCS 2021 Summer,2021-06-13 23:43:00,Evil Geniuses.NA,100 Thieves,2,0
LEC 2021 Summer,2021-06-13 14:25:00,Excel Esports,FC Schalke 04 Esports,1,0
LEC 2021 Summer,2021-06-13 15:05:00,Misfits Gaming,Team Vitality,1,0
LEC 2021 Summer,2021-06-13 15:53:00,Astralis,MAD Lions,2,0
LEC 2021 Summer,2021-06-13 17:11:00,SK Gaming,G2 Esports,2,0
LEC 2021 Summer,2021-06-13 17:41:00,Rogue (European Team),Fnatic,2,0
LPL 2021 Summer,2021-06-13 09:20:00,LGD Gaming,Ultra Prime,1,0
LPL 2021 Summer,2021-06-13 10:23:00,Ultra Prime,LGD Gaming,2,0
LPL 2021 Summer,2021-06-13 11:20:00,Team WE,ThunderTalk Gaming,1,0
LPL 2021 Summer,2021-06-13 12:06:00,Team WE,ThunderTalk Gaming,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-13 09:38:00,KV Mechelen Esports Academy,MOUCHE GAMING,2,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-13 09:46:00,Bastards Esports,PSV Esports Academy,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-13 09:48:00,Team THRLL Academy,Dutch Community Team,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-13 09:53:00,Phoenix Rising,Echo Zulu Domme Jongens,2,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-13 10:40:00,Phoenix Rising,Echo Zulu Domme Jongens,2,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-13 10:49:00,Dutch Community Team,Team THRLL Academy,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-13 10:54:00,MOUCHE GAMING,KV Mechelen Esports Academy,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-13 11:01:00,PSV Esports Academy,Bastards Esports,2,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-13 11:38:00,Dutch Community Team,Team THRLL Academy,2,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-13 11:51:00,MOUCHE GAMING,Echo Zulu Domme Jongens,2,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-13 12:56:00,MOUCHE GAMING,Echo Zulu Domme Jongens,2,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-13 12:58:00,Bastards Esports,Team THRLL Academy,2,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-13 13:50:00,Team THRLL Academy,Bastards Esports,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-13 14:55:00,Bastards Esports,MOUCHE GAMING,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-13 15:06:00,Echo Zulu Domme Jongens,Team THRLL Academy,2,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-13 15:59:00,Echo Zulu Domme Jongens,Team THRLL Academy,2,0
TCL 2021 Summer,2021-06-13 10:31:00,Dark Passage,NASR eSports Turkey,2,0
TCL 2021 Summer,2021-06-13 11:22:00,Istanbul Wildcats,Galakticos,2,0
TCL 2021 Summer,2021-06-13 12:23:00,1907 Fenerbahçe Esports,SuperMassive Blaze,2,0
TCL 2021 Summer,2021-06-13 13:16:00,5 Ronin,Team AURORA,1,0
TCL 2021 Summer,2021-06-13 14:24:00,Beşiktaş Esports,Galatasaray Esports,2,0
TES Denmark 2021 Summer,2021-06-13 15:31:00,Ronin Esports,Masonic,2,0
TES Denmark 2021 Summer,2021-06-13 16:46:00,Atlando Esports,Absolved,2,0
TES Denmark 2021 Summer,2021-06-13 17:42:00,Havoc (Danish Team),Atlando Esports,2,0
TES Denmark 2021 Summer,2021-06-13 18:25:00,Exodia Elite,Astralis Talent,2,0
TES Denmark 2021 Summer,2021-06-13 19:45:00,Protecting Guardians,Fløng Esports Elite,1,0
TES Finland 2021 Summer,2021-06-13 15:33:00,ENHANCED,Nordic Dogs,1,0
CBLOL 2021 Split 2,2021-06-12 15:52:00,RED Canids,INTZ,1,0
CBLOL 2021 Split 2,2021-06-12 16:49:00,KaBuM! e-Sports,Rensga Esports,1,0
CBLOL 2021 Split 2,2021-06-12 17:55:00,Netshoes Miners,LOUD,2,0
CBLOL 2021 Split 2,2021-06-12 19:09:00,paiN Gaming,FURIA Esports,1,0
CBLOL 2021 Split 2,2021-06-12 20:00:00,Flamengo Esports,Vorax Liberty,1,0
DDH 2021 Closing,2021-06-12 17:33:00,Janus Esports,The Kings,2,0
DDH 2021 Closing,2021-06-12 18:27:00,Arctic Gaming Mexico,The Kings,2,0
DDH 2021 Closing,2021-06-12 19:22:00,The Kings,We Talent,1,0
GLWL 2021 Summer Phase A,2021-06-12 14:26:00,CowBoySquad Imperials Esports Academy,Semper Paratus,1,0
GLWL 2021 Summer Phase A,2021-06-12 14:29:00,Zerolag Esports Academy,Anorthosis Famagusta Esports Academy,1,0
GLWL 2021 Summer Phase A,2021-06-12 14:31:00,Team HavoC,Gamespace Mediterranean College Esports Academy,2,0
GLWL 2021 Summer Phase A,2021-06-12 14:34:00,Hive Athens EC,Visual Perception,1,0
GLWL 2021 Summer Phase A,2021-06-12 14:36:00,Team Phantasma Community,Panther Stars Esports,2,0
GLWL 2021 Summer Phase A,2021-06-12 15:34:00,Semper Paratus,Hive Athens EC,2,0
GLWL 2021 Summer Phase A,2021-06-12 15:36:00,Visual Perception,Zerolag Esports Academy,2,0
GLWL 2021 Summer Phase A,2021-06-12 15:50:00,Panther Stars Esports,CowBoySquad Imperials Esports Academy,1,0
GLWL 2021 Summer Phase A,2021-06-12 15:55:00,Team HavoC,Emperor Gaming,1,0
GLWL 2021 Summer Phase A,2021-06-12 16:01:00,Anorthosis Famagusta Esports Academy,Olympiacos Alimou,1,0
GLWL 2021 Summer Phase A,2021-06-12 16:01:00,Gamespace Mediterranean College Esports Academy,Team Phantasma Community,2,0
LCK 2021 Summer,2021-06-12 07:19:00,Nongshim RedForce,Liiv SANDBOX,2,0
LCK 2021 Summer,2021-06-12 08:33:00,Nongshim RedForce,Liiv SANDBOX,1,0
LCK 2021 Summer,2021-06-12 09:29:00,Liiv SANDBOX,Nongshim RedForce,2,0
LCK 2021 Summer,2021-06-12 10:22:00,Hanwha Life Esports,Gen.G,2,0
LCK 2021 Summer,2021-06-12 12:09:00,Hanwha Life Esports,Gen.G,2,0
LCK Academy Series 2021 1st Championship,2021-06-12 00:57:00,Gen.G Academy,Afreeca Freecs Academy,2,0
LCK Academy Series 2021 1st Championship,2021-06-12 01:59:00,Afreeca Freecs Academy,Gen.G Academy,1,0
LCK Academy Series 2021 1st Championship,2021-06-12 02:52:00,Gen.G Academy,Afreeca Freecs Academy,2,0
LCK Academy Series 2021 1st Championship,2021-06-12 04:50:00,DRX Academy,BeomSAMA Fan Club,2,0
LCK Academy Series 2021 1st Championship,2021-06-12 05:55:00,DRX Academy,BeomSAMA Fan Club,1,0
LCK Academy Series 2021 1st Championship,2021-06-12 06:47:00,BeomSAMA Fan Club,DRX Academy,1,0
LCK Academy Series 2021 1st Championship,2021-06-12 07:26:00,BeomSAMA Fan Club,DRX Academy,1,0
LCS 2021 Summer,2021-06-12 00:02:00,Evil Geniuses.NA,Immortals,1,0
LCS 2021 Summer,2021-06-12 01:09:00,Golden Guardians,Counter Logic Gaming,2,0
LCS 2021 Summer,2021-06-12 02:22:00,FlyQuest,Cloud9,2,0
LCS 2021 Summer,2021-06-12 20:48:00,100 Thieves,Golden Guardians,1,0
LCS 2021 Summer,2021-06-12 21:47:00,FlyQuest,TSM,1,0
LCS 2021 Summer,2021-06-12 22:42:00,Team Liquid,Evil Geniuses.NA,2,0
LEC 2021 Summer,2021-06-12 14:11:00,Excel Esports,Astralis,2,0
LEC 2021 Summer,2021-06-12 15:04:00,SK Gaming,Misfits Gaming,2,0
LEC 2021 Summer,2021-06-12 15:55:00,Team Vitality,Rogue (European Team),2,0
LEC 2021 Summer,2021-06-12 16:57:00,FC Schalke 04 Esports,G2 Esports,1,0
LEC 2021 Summer,2021-06-12 17:46:00,MAD Lions,Fnatic,1,0
LMF 2021 Closing,2021-06-12 00:48:00,Ualá Pampas,Naguara Team,1,0
LMF 2021 Closing,2021-06-12 01:46:00,eBRO Gaming,Savage Esports,2,0
LPL 2021 Summer,2021-06-12 09:32:00,JD Gaming,Top Esports,1,0
LPL 2021 Summer,2021-06-12 10:35:00,Top Esports,JD Gaming,2,0
LPL 2021 Summer,2021-06-12 11:48:00,EDward Gaming,Invictus Gaming,1,0
LPL 2021 Summer,2021-06-12 12:49:00,EDward Gaming,Invictus Gaming,1,0
Magyar Esport Kupa 2021,2021-06-12 15:54:00,Team Plague,Xenex Esports,1,0
Magyar Esport Kupa 2021,2021-06-12 17:13:00,Team Plague,Xenex Esports,1,0
Magyar Esport Kupa 2021,2021-06-12 18:00:00,Orange Panther Gaming,Wonder Stag e-Sports,1,0
Magyar Esport Kupa 2021,2021-06-12 19:07:00,Orange Panther Gaming,Wonder Stag e-Sports,2,0
Magyar Esport Kupa 2021,2021-06-12 20:21:00,Orange Panther Gaming,Wonder Stag e-Sports,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 13:09:00,Glorious Gaming,Team THRLL Academy,2,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 13:10:00,MOUCHE GAMING,Ion Squad Academy,2,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 13:12:00,Echo Zulu Domme Jongens,mCon esports Rotterdam Academy,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 13:15:00,Starlan Gaming Club Academy,PSV Esports Academy,2,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 13:18:00,Bastards Esports,Dynasty Academy,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 13:24:00,Dutch Community Team,Hyperstorm,2,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 13:50:00,MOUCHE GAMING,Ion Squad Academy,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 13:51:00,KV Mechelen Esports Academy,Team 7AM Academy,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 14:00:00,Echo Zulu Domme Jongens,mCon esports Rotterdam Academy,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 14:01:00,Team THRLL Academy,Glorious Gaming,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 14:09:00,Dynasty Academy,Bastards Esports,2,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 14:15:00,PSV Esports Academy,Starlan Gaming Club Academy,2,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 14:17:00,Hyperstorm,Dutch Community Team,2,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 14:26:00,MOUCHE GAMING,Ion Squad Academy,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 15:05:00,Dutch Community Team,Hyperstorm,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 15:11:00,KV Mechelen Esports Academy,Team 7AM Academy,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 15:15:00,PSV Esports Academy,Starlan Gaming Club Academy,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 16:43:00,Tribute,Phoenix Rising,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 17:42:00,Phoenix Rising,Tribute,1,0
Open Tour Benelux 2021 Summer Qualifier 1,2021-06-12 18:32:00,Tribute,Phoenix Rising,2,0
Shaker Cup 2021,2021-06-12 09:39:00,LK Gaming,UCAM Esports Club Academy,1,0
Shaker Cup 2021,2021-06-12 10:49:00,UCAM Esports Club Academy,LK Gaming,2,0
Shaker Cup 2021,2021-06-12 11:54:00,TOOOLS esports,Quimera Esports,1,0
Shaker Cup 2021,2021-06-12 12:56:00,TOOOLS esports,Quimera Esports,1,0
Shaker Cup 2021,2021-06-12 14:40:00,LK Gaming,TOOOLS esports,2,0
Shaker Cup 2021,2021-06-12 15:32:00,LK Gaming,TOOOLS esports,1,0
Shaker Cup 2021,2021-06-12 16:13:00,LK Gaming,TOOOLS esports,2,0
SL 2021 Closing,2021-06-12 00:49:00,Cienciano Esports,Incubus,1,0
SL 2021 Closing,2021-06-12 02:13:00,Polaris Gaming,Sport Boys Association,1,0
SL 2021 Closing,2021-06-12 03:25:00,Instinct Gaming,Diamond Doves,1,0
TCL 2021 Summer,2021-06-12 10:25:00,1907 Fenerbahçe Esports,Istanbul Wildcats,2,0
TCL 2021 Summer,2021-06-12 11:30:00,Beşiktaş Esports,Team AURORA,1,0
TCL 2021 Summer,2021-06-12 12:30:00,Dark Passage,Galatasaray Esports,2,0
TCL 2021 Summer,2021-06-12 13:19:00,SuperMassive Blaze,5 Ronin,1,0
TCL 2021 Summer,2021-06-12 14:23:00,Galakticos,NASR eSports Turkey,2,0
VL 2021 Closing,2021-06-12 00:39:00,GeekSide Esports,Skull Cracker,2,0
VL 2021 Closing,2021-06-12 01:55:00,Pirate Dream,God's Plan,2,0
VL 2021 Closing,2021-06-12 03:01:00,Descuydado Esports,Cattleya Gaming,1,0
DDH 2021 Closing,2021-06-11 00:25:00,Naguara Mexico,Six Karma,1,0
DDH 2021 Closing,2021-06-11 01:27:00,Kings of the North,Arctic Gaming Mexico,1,0
DDH 2021 Closing,2021-06-11 02:29:00,Team Aze,Janus Esports,1,0
LCK 2021 Summer,2021-06-11 05:38:00,Afreeca Freecs,Fredit BRION,2,0
LCK 2021 Summer,2021-06-11 08:47:00,Afreeca Freecs,Fredit BRION,1,0
LCK 2021 Summer,2021-06-11 09:51:00,Fredit BRION,Afreeca Freecs,2,0
LCK 2021 Summer,2021-06-11 10:48:00,DWG KIA,T1,1,0
LCK 2021 Summer,2021-06-11 12:27:00,T1,DWG KIA,1,0
LCK 2021 Summer,2021-06-11 13:24:00,DWG KIA,T1,1,0
LCS 2021 Summer,2021-06-11 21:37:00,TSM,100 Thieves,2,0
LCS 2021 Summer,2021-06-11 22:56:00,Team Liquid,Dignitas,1,0
LEC 2021 Summer,2021-06-11 15:08:00,G2 Esports,MAD Lions,1,0
LEC 2021 Summer,2021-06-11 16:06:00,Astralis,SK Gaming,1,0
LEC 2021 Summer,2021-06-11 17:10:00,Rogue (European Team),Excel Esports,1,0
LEC 2021 Summer,2021-06-11 18:06:00,FC Schalke 04 Esports,Team Vitality,2,0
LEC 2021 Summer,2021-06-11 19:06:00,Fnatic,Misfits Gaming,2,0
LHE 2021 Closing,2021-06-11 00:30:00,Bencheados,Furious Gaming Chile,2,0
LHE 2021 Closing,2021-06-11 01:34:00,LDM Esports,Movistar Optix,2,0
LHE 2021 Closing,2021-06-11 21:30:00,Dark Horse,Movistar Optix,2,0
LHE 2021 Closing,2021-06-11 22:30:00,Bencheados,Newstar,2,0
LMF 2021 Closing,2021-06-11 01:08:00,Savage Esports,Stone Movistar,1,0
LMF 2021 Closing,2021-06-11 02:03:00,WAP Esports,Naguara Team,2,0
LMF 2021 Closing,2021-06-11 20:55:00,Globant Emerald,Undead Gaming,1,0
LMF 2021 Closing,2021-06-11 21:53:00,River Plate Gaming,WAP Esports,1,0
LMF 2021 Closing,2021-06-11 22:47:00,Boca Juniors Gaming,Stone Movistar,2,0
LMF 2021 Closing,2021-06-11 23:48:00,CASLA Esports,Maycam Evolve Gaming,2,0
LPL 2021 Summer,2021-06-11 09:20:00,Bilibili Gaming,LNG Esports,2,0
LPL 2021 Summer,2021-06-11 10:21:00,LNG Esports,Bilibili Gaming,2,0
LPL 2021 Summer,2021-06-11 11:17:00,LNG Esports,Bilibili Gaming,1,0
LPL 2021 Summer,2021-06-11 11:21:00,Team WE,Suning,1,0
LPL 2021 Summer,2021-06-11 12:19:00,Suning,Team WE,1,0
LPL 2021 Summer,2021-06-11 13:16:00,Team WE,Suning,1,0
NA Academy 2021 Summer,2021-06-11 00:26:00,Dignitas Academy,Immortals Academy,2,0
SL 2021 Closing,2021-06-11 01:04:00,Instinct Gaming,Sport Boys Association,1,0
SL 2021 Closing,2021-06-11 02:09:00,Luxor Gaming,Cienciano Esports,2,0
SL 2021 Closing,2021-06-11 23:34:00,Deliverance Esports Peru,Luxor Gaming,1,0
Tempest League 2021 Season,2021-06-11 00:23:00,Vandals Esports,Hipotenusa Esports,1,0
Tempest League 2021 Season,2021-06-11 01:09:00,Valhalla Legion,TopHard Esports,2,0
Tempest League 2021 Season,2021-06-11 02:05:00,Saprissa Esports,Delfines Esports,2,0
Turkey Academy 2021 Summer,2021-06-11 13:41:00,NASR eSports Turkey Academy,Dark Passage Academy,1,0
Turkey Academy 2021 Summer,2021-06-11 14:38:00,Galakticos Academy,Istanbul Wildcats Academy,2,0
Turkey Academy 2021 Summer,2021-06-11 15:43:00,SuperMassive Blaze Academy,1907 Fenerbahçe Academy,1,0
Turkey Academy 2021 Summer,2021-06-11 16:40:00,Team AURORA Academy,5 Ronin Academy,1,0
Turkey Academy 2021 Summer,2021-06-11 17:37:00,Galatasaray Academy,Beşiktaş Academy,1,0
VL 2021 Closing,2021-06-11 23:19:00,AceS GaminG,AGD E-Sports,1,0
DDH 2021 Closing,2021-06-10 00:25:00,Arctic Gaming Mexico,Respawn Esports,1,0
DDH 2021 Closing,2021-06-10 01:49:00,Atomic México,We Talent,2,0
DDH 2021 Closing,2021-06-10 02:52:00,The Kings,Naguara Mexico,1,0
DDH 2021 Closing,2021-06-10 22:39:00,We Talent,Respawn Esports,1,0
DDH 2021 Closing,2021-06-10 23:24:00,The Kings,Atomic México,1,0
Hextech Series 1st Div 2021 Split 2,2021-06-10 16:00:00,LK Gaming,TOOOLS esports,1,0
Hextech Series 1st Div 2021 Split 2,2021-06-10 17:17:00,Quimera Esports,UCAM Esports Club Academy,2,0
Hextech Series 1st Div 2021 Split 2,2021-06-10 18:21:00,FROM ZERO TO HERO,Pawn Gaming (Spanish Team),2,0
Hextech Series 1st Div 2021 Split 2,2021-06-10 19:33:00,TP eSports Freljord,Phlox Gaming,2,0
LCK 2021 Summer,2021-06-10 05:38:00,KT Rolster,Nongshim RedForce,1,0
LCK 2021 Summer,2021-06-10 08:41:00,Nongshim RedForce,KT Rolster,1,0
LCK 2021 Summer,2021-06-10 09:43:00,KT Rolster,Nongshim RedForce,2,0
LCK 2021 Summer,2021-06-10 10:41:00,Gen.G,DRX,2,0
LCK 2021 Summer,2021-06-10 12:53:00,DRX,Gen.G,2,0
LCK 2021 Summer,2021-06-10 13:46:00,Gen.G,DRX,1,0
LFL 2021 Summer,2021-06-10 15:25:00,LDLC OL,Vitality.Bee,2,0
LFL 2021 Summer,2021-06-10 16:39:00,Izi Dream,Team BDS,1,0
LFL 2021 Summer,2021-06-10 17:38:00,Karmine Corp,Solary,1,0
LFL 2021 Summer,2021-06-10 18:35:00,GamersOrigin,GameWard,1,0
LFL 2021 Summer,2021-06-10 19:37:00,Team MCES,Misfits Premier,1,0
LHE 2021 Closing,2021-06-10 00:45:00,Cruzados Esports,Santiago Wanderers eSports,1,0
LHE 2021 Closing,2021-06-10 01:43:00,Movistar Optix,Newstar,2,0
LHE 2021 Closing,2021-06-10 21:30:00,Cruzados Esports,Kaos Latin Gamers Academy,2,0
LHE 2021 Closing,2021-06-10 22:32:00,Rebirth eSports,Santiago Wanderers eSports,1,0
LHE 2021 Closing,2021-06-10 23:29:00,Dark Horse,Newstar,1,0
LMF 2021 Closing,2021-06-10 00:13:00,Boca Juniors Gaming,Naguara Team,1,0
LMF 2021 Closing,2021-06-10 01:27:00,Undead Gaming,Maycam Evolve Gaming,1,0
LMF 2021 Closing,2021-06-10 02:17:00,WAP Esports,Globant Emerald,2,0
LMF 2021 Closing,2021-06-10 20:50:00,Maycam Evolve Gaming,eBRO Gaming,1,0
LMF 2021 Closing,2021-06-10 21:54:00,Globant Emerald,Ualá Pampas,2,0
LMF 2021 Closing,2021-06-10 23:01:00,Undead Gaming,CASLA Esports,1,0
LMF 2021 Closing,2021-06-10 23:58:00,River Plate Gaming,Boca Juniors Gaming,1,0
LPL 2021 Summer,2021-06-10 09:19:00,ThunderTalk Gaming,JD Gaming,2,0
LPL 2021 Summer,2021-06-10 10:07:00,ThunderTalk Gaming,JD Gaming,2,0
LPL 2021 Summer,2021-06-10 11:20:00,Rare Atom,LGD Gaming,2,0
LPL 2021 Summer,2021-06-10 12:13:00,LGD Gaming,Rare Atom,2,0
LPL 2021 Summer,2021-06-10 13:11:00,Rare Atom,LGD Gaming,1,0
LVP SL 2021 Summer,2021-06-10 15:43:00,UCAM Esports Club,BCN Squad,1,0
LVP SL 2021 Summer,2021-06-10 16:33:00,S2V Esports,MAD Lions Madrid,2,0
LVP SL 2021 Summer,2021-06-10 17:40:00,G2 Arctic,eMonkeyz,1,0
LVP SL 2021 Summer,2021-06-10 18:35:00,Team Queso,Cream Real Betis.EU,1,0
LVP SL 2021 Summer,2021-06-10 19:38:00,Movistar Riders,Vodafone Giants.Spain,1,0
MNEB Season 3,2021-06-10 17:32:00,Wonder Stag e-Sports,KmK eSports,2,0
NA Academy 2021 Summer,2021-06-10 00:24:00,Cloud9 Academy,FlyQuest Academy,1,0
NA Academy 2021 Summer,2021-06-10 19:38:00,100 Thieves Academy,Golden Guardians Academy,1,0
NA Academy 2021 Summer,2021-06-10 19:38:00,Cloud9 Academy,CLG Academy,1,0
NA Academy 2021 Summer,2021-06-10 20:36:00,Golden Guardians Academy,100 Thieves Academy,2,0
NA Academy 2021 Summer,2021-06-10 20:37:00,CLG Academy,Cloud9 Academy,1,0
NA Academy 2021 Summer,2021-06-10 21:25:00,Team Liquid Academy,Evil Geniuses Academy,2,0
NA Academy 2021 Summer,2021-06-10 21:36:00,FlyQuest Academy,TSM Academy,1,0
NA Academy 2021 Summer,2021-06-10 22:22:00,FlyQuest Academy,TSM Academy,2,0
NA Academy 2021 Summer,2021-06-10 22:33:00,Evil Geniuses Academy,Team Liquid Academy,2,0
NA Academy 2021 Summer,2021-06-10 23:27:00,Dignitas Academy,Immortals Academy,1,0
NLC 2021 Summer,2021-06-10 15:22:00,Team Singularity,Tricked Esport,1,0
NLC 2021 Summer,2021-06-10 16:58:00,Godsent,Riddle Esports,2,0
NLC 2021 Summer,2021-06-10 17:47:00,Fnatic Rising,KOVA Esports,1,0
NLC 2021 Summer,2021-06-10 18:42:00,Galaxy Racer Esports EU Male,Nordavind,2,0
NLC 2021 Summer,2021-06-10 19:32:00,Dusty,Granit Gaming,2,0
PG Nationals 2021 Summer,2021-06-10 16:35:00,GGEsports,Gaia Esports,2,0
PG Nationals 2021 Summer,2021-06-10 17:30:00,Outplayed,Cyberground Gaming,1,0
PG Nationals 2021 Summer,2021-06-10 18:56:00,Macko Esports,Mkers,1,0
PG Nationals 2021 Summer,2021-06-10 19:30:00,Samsung Morning Stars,Axolotl,2,0
PRM Pro Division 2021 Summer,2021-06-10 15:20:00,Unicorns Of Love Sexy Edition,E WIE EINFACH E-SPORTS,2,0
PRM Pro Division 2021 Summer,2021-06-10 16:38:00,FC Schalke 04 Evolution,SK Gaming Prime,2,0
PRM Pro Division 2021 Summer,2021-06-10 17:47:00,mousesports,Berlin International Gaming,2,0
PRM Pro Division 2021 Summer,2021-06-10 19:23:00,GamerLegion,WAVE Esports,1,0
PRM Pro Division 2021 Summer,2021-06-10 20:03:00,PENTA 1860,EURONICS Gaming,2,0
SL 2021 Closing,2021-06-10 23:30:00,Incubus,Deliverance Esports Peru,1,0
TES Finland 2021 Summer,2021-06-10 15:26:00,Nordic Dogs,Realm Gaming,1,0
TES Sweden 2021 Summer,2021-06-10 15:42:00,UniQ Esports Club,Lundqvist Lightside,1,0
TES Sweden 2021 Summer,2021-06-10 17:23:00,Verax Esports,Alingsås Esport,1,0
TES Sweden 2021 Summer,2021-06-10 18:39:00,FALKN,Aqualix Esports,2,0
TES Sweden 2021 Summer,2021-06-10 19:05:00,Lanomania,Alingsås Esport,1,0
TES Sweden 2021 Summer,2021-06-10 19:25:00,Verax Esports,FALKN,1,0
TES Sweden 2021 Summer,2021-06-10 19:51:00,Aqualix Esports,UniQ Esports Club,2,0
Turkey Academy 2021 Summer,2021-06-10 13:27:00,Istanbul Wildcats Academy,1907 Fenerbahçe Academy,1,0
Turkey Academy 2021 Summer,2021-06-10 14:39:00,Galakticos Academy,NASR eSports Turkey Academy,1,0
Turkey Academy 2021 Summer,2021-06-10 15:39:00,Team AURORA Academy,Beşiktaş Academy,2,0
Turkey Academy 2021 Summer,2021-06-10 16:55:00,Galatasaray Academy,Dark Passage Academy,1,0
Turkey Academy 2021 Summer,2021-06-10 17:30:00,SuperMassive Blaze Academy,5 Ronin Academy,1,0
VL 2021 Closing,2021-06-10 00:42:00,Skull Cracker,GeekSide Esports,1,0
VL 2021 Closing,2021-06-10 01:54:00,God's Plan,Pirate Dream,2,0
VL 2021 Closing,2021-06-10 03:07:00,Descuydado Esports,Cattleya Gaming,1,0
CBLOL Academy 2021 Split 2,2021-06-09 19:48:00,Vorax Liberty Academy,paiN Gaming Academy,1,0
CBLOL Academy 2021 Split 2,2021-06-09 20:46:00,Rensga Academy,Netshoes Miners Academy,1,0
CBLOL Academy 2021 Split 2,2021-06-09 21:45:00,INTZ Academy,LOUD Academy,1,0
CBLOL Academy 2021 Split 2,2021-06-09 22:46:00,FURIA Academy,KaBuM! Academy,1,0
CBLOL Academy 2021 Split 2,2021-06-09 23:49:00,RED Academy,Flamengo Academy,2,0
Challengers Uprising Season 3 Playoffs,2021-06-09 00:51:00,Wildcard Gaming Red,Zoos Gaming,1,0
DDH 2021 Closing,2021-06-09 00:42:00,Arctic Gaming Mexico,Atomic México,1,0
DDH 2021 Closing,2021-06-09 01:41:00,Respawn Esports,Team Aze,2,0
DDH 2021 Closing,2021-06-09 02:35:00,Janus Esports,Kings of the North,2,0
DDH 2021 Closing,2021-06-09 22:29:00,Team Aze,Kings of the North,1,0
DDH 2021 Closing,2021-06-09 23:24:00,Six Karma,Janus Esports,1,0
GL 2021 Closing,2021-06-09 00:47:00,Spirituals,Team Frozen Knives,2,0
GL 2021 Closing,2021-06-09 02:01:00,NOCTA,Team Anomaly Breaker,1,0
GL 2021 Closing,2021-06-09 03:17:00,Zeu5 Bogota,Once Caldas Esports,1,0
LCK 2021 Summer,2021-06-09 06:29:00,Fredit BRION,Liiv SANDBOX,1,0
LCK 2021 Summer,2021-06-09 08:55:00,Liiv SANDBOX,Fredit BRION,2,0
LCK 2021 Summer,2021-06-09 10:13:00,T1,Hanwha Life Esports,1,0
LCK 2021 Summer,2021-06-09 11:40:00,Hanwha Life Esports,T1,2,0
LFL 2021 Summer,2021-06-09 15:27:00,Solary,Team MCES,1,0
LFL 2021 Summer,2021-06-09 16:37:00,Team BDS,Vitality.Bee,2,0
LFL 2021 Summer,2021-06-09 17:43:00,Misfits Premier,GameWard,1,0
LFL 2021 Summer,2021-06-09 18:37:00,Karmine Corp,Izi Dream,1,0
LFL 2021 Summer,2021-06-09 19:38:00,LDLC OL,GamersOrigin,1,0
